comparison	ncppb_number	record_status	field	change_class	old_value	new_value
v1_v2	NCPPB 1827	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v2_v3	NCPPB 1827	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v1_v3	NCPPB 1827	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v1_v3	NCPPB 1827	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v2_v3	NCPPB 1828	changed	alternative_names	value_added		Xanthomonas campestris pv. euphorbiae (Sabet et al.1969) Dye 1978
v1_v3	NCPPB 1828	changed	alternative_names	value_added		Xanthomonas campestris pv. euphorbiae (Sabet et al.1969) Dye 1978
v2_v3	NCPPB 1829	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1829	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1829	changed	notes	formatting_only	Pathovar unspecifiedFatty acid profile not typical of xanthomonas.Close to Agrobacterium Not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274.	Pathovar unspecified. Fatty acid profile not typical of xanthomonas.Close to Agrobacterium Not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274.
v2_v3	NCPPB 1833	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v1_v3	NCPPB 1833	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v2_v3	NCPPB 1834	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 1834	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 1835	added	__record__	added		
v1_v3	NCPPB 1835	added	__record__	added		
v2_v3	NCPPB 1836	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 1836	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v2	NCPPB 1837	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . phleipratensis Wallin & reddt 1945	Xanthomonas translucens f.sp. phleipratensis Wallin & reddt 1945
v2_v3	NCPPB 1837	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phleipratensis (Wallin & Reddy 1945) Dye 1978	Xanthomonas campestris pv. phleipratensis (Wallin & Reddy 1945) Dye 1978 Xanthomonas translucens pv. phleipratensis (Wallin & Reddy 1945) Vauterin et al. 1995
v1_v3	NCPPB 1837	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . phleipratensis Wallin & reddt 1945	Xanthomonas translucens f.sp. phleipratensis Wallin & reddt 1945
v1_v3	NCPPB 1837	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phleipratensis (Wallin & Reddy 1945) Dye 1978	Xanthomonas campestris pv. phleipratensis (Wallin & Reddy 1945) Dye 1978 Xanthomonas translucens pv. phleipratensis (Wallin & Reddy 1945) Vauterin et al. 1995
v2_v3	NCPPB 1838	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 1838	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 1839	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 1839	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 1841	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 1841	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 1931	added	__record__	added		
v1_v3	NCPPB 1931	added	__record__	added		
v2_v3	NCPPB 1936	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v1_v3	NCPPB 1936	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v2_v3	NCPPB 1937	added	__record__	added		
v1_v3	NCPPB 1937	added	__record__	added		
v2_v3	NCPPB 1941	added	__record__	added		
v1_v3	NCPPB 1941	added	__record__	added		
v2_v3	NCPPB 1943	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 1943	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v2_v3	NCPPB 1944	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 1944	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v2	NCPPB 1945	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v3	NCPPB 1945	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v2	NCPPB 1946	changed	name_as_received	formatting_only	Xanthomonas vesicatoria f.sp . raphani White) Starr & Burkholder 1942	Xanthomonas vesicatoria f.sp. raphani White) Starr & Burkholder 1942
v1_v3	NCPPB 1946	changed	name_as_received	formatting_only	Xanthomonas vesicatoria f.sp . raphani White) Starr & Burkholder 1942	Xanthomonas vesicatoria f.sp. raphani White) Starr & Burkholder 1942
v2_v3	NCPPB 2005	changed	alternative_names	value_added		Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978
v1_v3	NCPPB 2005	changed	alternative_names	value_added		Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978
v2_v3	NCPPB 2044	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 2044	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 2057	changed	alternative_names	value_added		Xanthomonas campestris pv. heliotropii (Sabet et al.1969) Dye 1978
v1_v3	NCPPB 2057	changed	alternative_names	value_added		Xanthomonas campestris pv. heliotropii (Sabet et al.1969) Dye 1978
v1_v2	NCPPB 2058	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .. vignaeradiatae Sabet et al. 1969	Xanthomonas phaseoli f.sp.. vignaeradiatae Sabet et al. 1969
v2_v3	NCPPB 2058	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignaeradiatae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. vignaeradiatae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. vignaeradiatae (Sabet et al. 1969) Vauterin et al. 1995
v1_v3	NCPPB 2058	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .. vignaeradiatae Sabet et al. 1969	Xanthomonas phaseoli f.sp.. vignaeradiatae Sabet et al. 1969
v1_v3	NCPPB 2058	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignaeradiatae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. vignaeradiatae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. vignaeradiatae (Sabet et al. 1969) Vauterin et al. 1995
v2_v3	NCPPB 2059	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 2059	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v2	NCPPB 2060	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v2_v3	NCPPB 2060	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v1_v3	NCPPB 2060	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v1_v3	NCPPB 2060	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v2_v3	NCPPB 2061	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 2061	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 2062	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978, Xanthomonas axonopodis pv. alfalfae (Riker et al. 1935) Vauterin et al. 1995, Xanthomonas alfalfae subsp. alfalfae (ex Riker et al. 1935) Schaad et al. 2007
v1_v3	NCPPB 2062	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978, Xanthomonas axonopodis pv. alfalfae (Riker et al. 1935) Vauterin et al. 1995, Xanthomonas alfalfae subsp. alfalfae (ex Riker et al. 1935) Schaad et al. 2007
v2_v3	NCPPB 2064	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978
v1_v3	NCPPB 2064	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978
v1_v2	NCPPB 2066	changed	name_as_received	formatting_only	Xanthomonas ricini f.sp . phyllanthi Sabet et al. 1969	Xanthomonas ricini f.sp. phyllanthi Sabet et al. 1969
v1_v3	NCPPB 2066	changed	name_as_received	formatting_only	Xanthomonas ricini f.sp . phyllanthi Sabet et al. 1969	Xanthomonas ricini f.sp. phyllanthi Sabet et al. 1969
v2_v3	NCPPB 2067	changed	alternative_names	value_added		Xanthomonas campestris pv. euphorbiae (Sabet et al.1969) Dye 1978
v1_v3	NCPPB 2067	changed	alternative_names	value_added		Xanthomonas campestris pv. euphorbiae (Sabet et al.1969) Dye 1978
v2_v3	NCPPB 2097	changed	alternative_names	value_added		Xanthomonas campestris pv. vernoniae (Patel et al. 1968) Dye 1978
v1_v3	NCPPB 2097	changed	alternative_names	value_added		Xanthomonas campestris pv. vernoniae (Patel et al. 1968) Dye 1978
v2_v3	NCPPB 2248	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 2248	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 2250	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2250	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2250	changed	notes	probable_v3_truncation	Pathovar unspecified.Fatty acid profile typical of xanthomonas.No match	Pathovar unspecified. Fatty acid profile typical of xanthomonas.
v2_v3	NCPPB 2251	changed	alternative_names	value_added		Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978
v1_v3	NCPPB 2251	changed	alternative_names	value_added		Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978
v2_v3	NCPPB 2255	changed	alternative_names	value_added		Xanthomonas campestris pv. syngonii Dickey & Zumoff 1987
v1_v3	NCPPB 2255	changed	alternative_names	value_added		Xanthomonas campestris pv. syngonii Dickey & Zumoff 1987
v2_v3	NCPPB 2275	added	__record__	added		
v1_v3	NCPPB 2275	added	__record__	added		
v2_v3	NCPPB 2276	added	__record__	added		
v1_v3	NCPPB 2276	added	__record__	added		
v2_v3	NCPPB 2279	added	__record__	added		
v1_v3	NCPPB 2279	added	__record__	added		
v2_v3	NCPPB 2280	added	__record__	added		
v1_v3	NCPPB 2280	added	__record__	added		
v2_v3	NCPPB 2281	added	__record__	added		
v1_v3	NCPPB 2281	added	__record__	added		
v2_v3	NCPPB 2282	added	__record__	added		
v1_v3	NCPPB 2282	added	__record__	added		
v2_v3	NCPPB 2285	added	__record__	added		
v1_v3	NCPPB 2285	added	__record__	added		
v2_v3	NCPPB 2297	changed	alternative_names	value_cleared	Flavobacterium sp.	
v1_v3	NCPPB 2297	changed	alternative_names	value_cleared	Flavobacterium sp.	
v1_v3	NCPPB 2297	changed	notes	value_cleared	The following cultures of gram negative, yellow, oxidative, motile, pectolytic rods (see Dorey, 1959; Lund, 1969) were isolated from plant lesions; their pathogenicity is uncertain. Some perhaps are more correctly identified as Cytophaga johnsonii.	
v2_v3	NCPPB 2345	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2345	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v2_v3	NCPPB 2346	changed	alternative_names	value_added		Xanthomonas campestris pv. passiflorae (Pereira 1969) Dye 1978
