ncppb_number	snapshot_status	v1_sequence_category	v2_sequence_category	sequence_category_changed	v1_biosample_accessions	v2_biosample_accessions	biosample_accessions_changed	v1_assembly_accessions	v2_assembly_accessions	assembly_accessions_changed	v1_sra_run_accessions	v2_sra_run_accessions	sra_accessions_changed	v2_ncppb_track_matches	v2_other_references_track_matches
NCPPB 1946	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36368324; SAMN22552835; SAMN17385960; SAMN36315929	SAMN36368324; SAMN22552835; SAMN17385960	yes	GCA_035023745.1; GCF_020813075.1; GCF_035011485.1	GCF_020813075.1	yes	SRR25205305; SRR29823164; SRR14648387; SRR25155931	SRR29823164; SRR14648387	yes	SAMN36368324; SAMN22552835; SAMN17385960	SAMN17385960
NCPPB 1974	present_in_both	ambiguous_candidate_records_need_review	draft_assembly_available	yes		SAMD00538104; SAMN05721779; SAMN01176238	yes		GCF_001997185.1	yes		SRR4114369; SRR5481499; SRR5481500; SRR5481501; SRR5481502	yes	SAMD00538104	SAMD00538104; SAMN05721779; SAMN01176238
NCPPB 1975	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 1981	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 2005	present_in_both	complete_genome_available	complete_genome_available	no	SAMN49535419; SAMN02471727; SAMN00860199	SAMN49535419; SAMN02471727; SAMN00860199	no	GCF_055597945.1; GCF_000277875.1	GCF_055597945.1; GCF_000277875.1	no	SRR34105450; SRR34103842; SRR489154	SRR34103842; SRR34105450; SRR489154	no	SAMN49535419; SAMN02471727; SAMN00860199	
NCPPB 2011	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 2016	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 2031	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2044	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2057	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988978	SAMN19988978	no	GCF_019201405.1		yes	SRR15305419		yes	SAMN19988978	
NCPPB 2058	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42278565	SAMN42278565	no			no	SRR29692762	SRR29692762	no	SAMN42278565	
NCPPB 2059	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2060	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42180189	SAMN42180189	no	GCF_053571485.1	GCF_053571485.1	no	SRR30037968; SRR29655370	SRR29655370; SRR30037968	no	SAMN42180189	
NCPPB 2061	present_in_both	complete_genome_available	complete_genome_available	no	SAMN07251989	SAMN07251989	no	GCF_002218285.1	GCF_002218285.1	no			no		SAMN07251989
NCPPB 2062	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2063	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42284474	SAMN42284474	no	GCF_041475655.1	GCF_041475655.1	no	SRR30037370; SRR29694808	SRR29694808; SRR30037370	no	SAMN42284474	
NCPPB 2064	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511367; SAMN03142816	SAMN56511367; SAMN03142816	no	GCF_000786995.1	GCF_000786995.1	no	SRR37789909; SRR37629092; SRR2051463	SRR37629092; SRR37789909; SRR2051463	no	SAMN56511367; SAMN03142816	
NCPPB 2066	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42278573	SAMN42278573	no	GCF_041464105.1	GCF_041464105.1	no	SRR29692753	SRR29692753	no	SAMN42278573	
NCPPB 2067	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2095	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2097	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2099	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2147	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2181	present_in_both	biosample_metadata_only_no_linked_sequence	biosample_metadata_only_no_linked_sequence	no	SAMD00537715	SAMD00537715	no			no			no	SAMD00537715	
NCPPB 2182	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42488057	SAMN42488057	no			no	SRR29823101	SRR29823101	no	SAMN42488057	
NCPPB 2183	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2190	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511368; SAMN22555465	SAMN56511368; SAMN22555465	no	GCF_020784125.1	GCF_020784125.1	no	SRR37789908; SRR37629091; SRR22272562	SRR37629091; SRR37789908; SRR22272562	no	SAMN56511368; SAMN22555465	
NCPPB 2217	present_in_both	no_confirmed_public_sequence_data	raw_reads_only	yes		SAMN56511392; SAMEA5613848	yes			no		ERR3330907	yes	SAMN56511392	SAMEA5613848
NCPPB 2218	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2226	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2228	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42280121	SAMN42280121	no			no	SRR30018466; SRR29694609	SRR29694609; SRR30018466	no	SAMN42280121	
NCPPB 2229	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2230	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42278570	SAMN42278570	no	GCF_041447795.1	GCF_041447795.1	no	SRR29692756	SRR29692756	no	SAMN42278570	
NCPPB 2247	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2248	present_in_both	raw_reads_only	raw_reads_only	no	SAMN09704264	SAMN09704264	no			no	SRR7628818	SRR7628818	no	SAMN09704264	
NCPPB 2249	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2250	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161504	SAMN42161504	no	GCF_056725265.1	GCF_056725265.1	no	SRR30040120; SRR29644172	SRR29644172; SRR30040120	no	SAMN42161504	
NCPPB 2251	present_in_both	complete_genome_available	complete_genome_available	no	SAMN49535420; SAMN42486836; SAMN00991248	SAMN49535420; SAMN42486836; SAMN00991248	no	GCF_055597905.1; GCF_001189905.1	GCF_055597905.1; GCF_001189905.1	no	SRR34105449; SRR34103841; SRR29823051; SRR494492	SRR34103841; SRR34105449; SRR29823051; SRR494492	no	SAMN49535420; SAMN42486836; SAMN00991248	
NCPPB 2255	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2257	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2258	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2269	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2297	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2336	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2337	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22555462	SAMN22555462	no	GCF_020783675.1	GCF_020783675.1	no	SRR22272559	SRR22272559	no	SAMN22555462	
NCPPB 2338	present_in_both	raw_reads_only	raw_reads_only	no	SAMN56511369	SAMN56511369	no			no	SRR37789907; SRR37629090	SRR37629090; SRR37789907	no	SAMN56511369	
NCPPB 2345	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22552837	SAMN22552837	no	GCF_020812975.1	GCF_020812975.1	no	SRR29823157	SRR29823157	no	SAMN22552837	
NCPPB 2346	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988995	SAMN19988995	no	GCF_019201075.1		yes	SRR15305435		yes	SAMN19988995	
NCPPB 2352	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42284549	SAMN42284549	no	GCF_053646475.1	GCF_053646475.1	no	SRR30037789; SRR29695343	SRR29695343; SRR30037789	no	SAMN42284549	
NCPPB 2368	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42280123	SAMN42280123	no			no	SRR30018464; SRR29694607	SRR29694607; SRR30018464	no	SAMN42280123	
NCPPB 2369	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178445	SAMN42178445	no	GCF_041461625.1	GCF_041461625.1	no	SRR30041329; SRR29654664	SRR29654664; SRR30041329	no	SAMN42178445	
NCPPB 2370	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2371	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2372	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN42175581; SAMN19988979	SAMN42175581; SAMN19988979	no	GCF_041463625.1; GCF_019201375.1		yes	SRR30037665; SRR29651791; SRR15305418		yes	SAMN42175581; SAMN19988979	
NCPPB 2373	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988980	SAMN19988980	no	GCF_019201365.1		yes	SRR15305433		yes	SAMN19988980	
NCPPB 2374	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 2375	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2376	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2387	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2388	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2389	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2393	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2417	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36358005; SAMN03140148; SAMN05560344	SAMN36358005; SAMN03140148; SAMN05560344	no	GCF_030551335.2; GCF_000772705.2; GCF_002939925.1	GCF_030551335.2; GCF_000772705.2; GCF_002939925.1	no	SRR25194035	SRR25194035	no	SAMN36358005; SAMN03140148	SAMN05560344
NCPPB 2436	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2438	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2439	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511370; SAMN22555466	SAMN56511370; SAMN22555466	no	GCF_020783815.1	GCF_020783815.1	no	SRR37789906; SRR37629089; SRR22272569	SRR37629089; SRR37789906; SRR22272569	no	SAMN56511370; SAMN22555466	
NCPPB 2443	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2444	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2446	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2475	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN26688428; SAMEA3139044	SAMN26688428; SAMEA3139044	no	GCF_053538855.1; GCF_000723725.2		yes			no		SAMN26688428; SAMEA3139044
NCPPB 2490	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2492	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2493	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2494	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42180197	SAMN42180197	no			no	SRR30037606; SRR29655433	SRR29655433; SRR30037606	no	SAMN42180197	
NCPPB 2495	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2496	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2497	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2498	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988981	SAMN19988981	no	GCF_019201245.1		yes	SRR15305411		yes	SAMN19988981	
NCPPB 2499	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2503	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2517	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36368330	SAMN36368330	no	GCA_035023345.1	GCA_035023345.1	no	SRR25205298	SRR25205298	no	SAMN36368330	
NCPPB 2550	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2567	present_in_both	complete_genome_available	complete_genome_available	no	SAMN10290145	SAMN10290145	no	GCF_009883735.1	GCF_009883735.1	no	SRR10200225; SRR10200226; SRR10200227; SRR10200228; SRR10200229; SRR10200230; SRR10176391; SRR10176392	SRR10176392; SRR10176391; SRR10200230; SRR10200229; SRR10200228; SRR10200227; SRR10200226; SRR10200225	no		SAMN10290145
NCPPB 2572	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2573	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2574	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2575	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2576	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2586	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161505; SAMN22552828	SAMN42161505; SAMN22552828	no	GCF_041475775.1; GCF_020813175.1	GCF_041475775.1; GCF_020813175.1	no	SRR30040119; SRR29644170; SRR29823156	SRR29644170; SRR30040119; SRR29823156	no	SAMN42161505; SAMN22552828	
NCPPB 2587	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2588	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2592	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2593	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2594	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03177544	SAMN03177544	no	GCF_001691375.1	GCF_001691375.1	no	SRR4714149	SRR4714149	no		SAMN03177544
NCPPB 2595	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2597	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN05560221	SAMN05560221	no	GCF_002939885.1	GCF_002939885.1	no			no		SAMN05560221
NCPPB 2605	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2614	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2615	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2616	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2632	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161506	SAMN42161506	no	GCF_041228075.1	GCF_041228075.1	no	SRR30016876; SRR29644169	SRR29644169; SRR30016876	no	SAMN42161506	
NCPPB 2649	present_in_both	complete_genome_available	complete_genome_available	no	SAMN03140274	SAMN03140274	no	GCF_000770355.2	GCF_000770355.2	no			no	SAMN03140274	
NCPPB 2654	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161507; SAMN35699823	SAMN42161507; SAMN35699823	no	GCF_056725245.1; GCF_030287385.1	GCF_056725245.1; GCF_030287385.1	no	SRR30040118; SRR29644168	SRR29644168; SRR30040118	no	SAMN42161507; SAMN35699823	
NCPPB 2665	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142403	SAMN03142403	no	GCF_000775195.1	GCF_000775195.1	no	SRR2052428	SRR2052428	no	SAMN03142403	
NCPPB 2695	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2696	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2697	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2698	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2699	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2700	present_in_both	complete_genome_available	complete_genome_available	no	SAMN18876882; SAMN03892232	SAMN03892232; SAMN18876882	no	GCF_021903375.1; GCF_001269865.1	GCF_001269865.1; GCF_021903375.1	no			no		SAMN03892232; SAMN18876882
NCPPB 2701	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2817	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2819	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2820	present_in_both	no_confirmed_public_sequence_data	ambiguous_needs_review	yes			no			no			no		
NCPPB 2821	present_in_both	complete_genome_available	complete_genome_available	no	SAMN18753780	SAMN18753780	no	GCF_021903275.1	GCF_021903275.1	no			no		SAMN18753780
NCPPB 2822	present_in_both	complete_genome_available	complete_genome_available	no	SAMN18753387	SAMN18753387	no	GCF_021903295.1	GCF_021903295.1	no			no		SAMN18753387
NCPPB 2825	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2826	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2827	present_in_both	no_confirmed_public_sequence_data	ambiguous_needs_review	yes			no			no			no		
NCPPB 2828	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2829	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2831	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2832	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42278575	SAMN42278575	no			no	SRR29692760	SRR29692760	no	SAMN42278575	
NCPPB 2834	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2835	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2836	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2837	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2838	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2839	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2840	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2856	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42161508	SAMN42161508	no	GCF_056675635.1	GCF_056675635.1	no	SRR29644167	SRR29644167	no	SAMN42161508	
NCPPB 2857	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36346974	SAMN36346974	no	GCA_035026865.1	GCA_035026865.1	no	SRR25183327	SRR25183327	no	SAMN36346974	
NCPPB 2859	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2864	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42161509	SAMN42161509	no	GCF_056675615.1	GCF_056675615.1	no	SRR29644166	SRR29644166	no	SAMN42161509	
NCPPB 2865	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161510	SAMN42161510	no	GCF_041475785.1	GCF_041475785.1	no	SRR30040143; SRR29644165	SRR29644165; SRR30040143	no	SAMN42161510	
NCPPB 2866	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161511	SAMN42161511	no	GCF_041475745.1	GCF_041475745.1	no	SRR30040142; SRR29644164	SRR29644164; SRR30040142	no	SAMN42161511	
NCPPB 2876	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2877	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN03164131	SAMN03164131	no	GCF_000802365.1		yes	SRR4718189		yes	SAMN03164131	
NCPPB 2879	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2885	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2894	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2896	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2898	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2904	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2910	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2914	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42180190	SAMN42180190	no	GCF_053571525.1	GCF_053571525.1	no	SRR30037967; SRR29655369	SRR29655369; SRR30037967	no	SAMN42180190	
NCPPB 2918	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN57360828; SAMN22552833	SAMN57360828; SAMN22552833	no	GCF_057218975.1; GCF_020813055.1	GCF_057218975.1; GCF_020813055.1	no	SRR38178864; SRR29823155	SRR38178864; SRR29823155	no	SAMN57360828; SAMN22552833	
NCPPB 2919	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2920	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2921	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2922	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN43286070; SAMN42485110	SAMN43286070; SAMN42485110	no	GCF_041520885.1	GCF_041520885.1	no	SRR30327310; SRR29821703	SRR30327310	yes	SAMN43286070; SAMN42485110	
NCPPB 2925	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2927	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2928	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2930	present_in_both	no_confirmed_public_sequence_data	taxonomy_review_required_before_sequence_use	yes		SAMN41764005	yes			no			no	SAMN41764005	
NCPPB 2931	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2932	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988982	SAMN19988982	no	GCF_019201325.1		yes	SRR15305431		yes	SAMN19988982	
NCPPB 2933	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161512	SAMN42161512	no	GCF_056725225.1	GCF_056725225.1	no	SRR30040141; SRR29644163	SRR29644163; SRR30040141	no	SAMN42161512	
NCPPB 2934	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2935	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2936	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2938	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2949	present_in_both	raw_reads_only	raw_reads_only	no	SAMN39942673	SAMN39942673	no			no	SRR27965829	SRR27965829	no	SAMN39942673	
NCPPB 2953	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2955	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2959	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN43284582; SAMD00253073; SAMN05560300; SAMEA5613906	SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906	no	GCA_042665655.1; GCF_002940065.1	GCF_002940065.1; GCA_042665655.1	no	ERR3330981	ERR3330981	no		SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906
NCPPB 2960	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2963	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2965	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2967	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2968	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN23026081; SAMN05003920; SAMN02903176	SAMN23026081; SAMN05003920; SAMN02903176	no	GCF_020880415.1; GCF_001401555.1	GCF_020880415.1; GCF_001401555.1	no	SRR16936533; SRR3530404; SRR1509955	SRR16936533; SRR3530404; SRR1509955	no		SAMN23026081; SAMN05003920; SAMN02903176
NCPPB 2969	present_in_both	complete_genome_available	draft_assembly_available	yes	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMEA6139367; SAMEA6139366; SAMEA6139365; SAMEA6139364; SAMEA6139363; SAMN05526486	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486	yes	GCF_902712985.1; GCF_902712965.1; GCA_902712975.1; GCA_902712945.1; GCA_902712955.1; GCF_002939705.1	GCF_002939705.1	yes	SRR26525693; SRR26525694; SRR26525691; SRR26525692; SRR26525689; SRR26525690; SRR26525687; SRR26525688; SRR26525683; SRR26525684; SRR26525679; SRR26525680; SRR26525685; SRR26525686; SRR26525681; SRR26525682; SRR26525677; SRR26525678; SRR26525675; SRR26525676; SRR26525673; SRR26525674; ERR5548200; ERR5548201; ERR5548202; ERR5548203; ERR5548204	SRR26525693; SRR26525694; SRR26525691; SRR26525692; SRR26525689; SRR26525690; SRR26525687; SRR26525688; SRR26525683; SRR26525684; SRR26525679; SRR26525680; SRR26525685; SRR26525686; SRR26525681; SRR26525682; SRR26525677; SRR26525678; SRR26525675; SRR26525676; SRR26525673; SRR26525674	yes		SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486
NCPPB 2970	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22552843	SAMN22552843	no	GCF_020813015.2	GCF_020813015.2	no	SRR29823154; SRR27397525	SRR27397525; SRR29823154	no	SAMN22552843	
NCPPB 2973	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178454	SAMN42178454	no	GCF_053646635.1	GCF_053646635.1	no	SRR30037585; SRR29654627	SRR29654627; SRR30037585	no	SAMN42178454	
NCPPB 2977	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2978	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2982	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
