query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
d8b511f6d1746cf44180	NCPPB 411	other_references	expected_genus:Xanthomonas	CFBP	3352151	SAMN03352151	Xanthomonas arboricola pv. juglandis	195709	Microbe sample from Xanthomonas arboricola pv. juglandis	CFBP 2528		CFBP:2528	CFBP2528			BioSample: SAMN03352151; CFBP2528	Juglans regia	New Zealand	1956	twig from a walnut tree	"{""biomaterial_provider"":[""CFBP2528""],""collected_by"":[""D.W. Dye""],""collection_date"":[""1956""],""culture_collection"":[""CFBP:2528""],""geo_loc_name"":[""New Zealand""],""host"":[""Juglans regia""],""host_tissue_sampled"":[""twig""],""isolation_source"":[""twig from a walnut tree""],""pathovar"":[""juglandis""],""sample_type"":[""cell culture""],""strain"":[""CFBP 2528""],""type-material"":[""type strain of Xanthomonas arboricola""]}"	.cache/ncbi/v2_1/efetch_1d87dd683a4b2a45cb6cf73549ea1a6c05b4fa06096e52901c1da51e76c76b7b.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN03352151	ok	
d8b511f6d1746cf44180	NCPPB 4355	other_references	expected_genus:Xanthomonas	CFBP	2646549	SAMN02646549	Xanthomonas euvesicatoria pv. allii CFBP 6369	1437449	Cultured Bacterial sample for Xanthomonas axonopodis pv. allii	CFBP 6369						BioSample: SAMN02646549; CFBP6369 genomic sequence	Allium cepa	Reunion	1996	leaf	"{""biome"":[""cultivated field""],""collection_date"":[""1996""],""feature"":[""agricultural""],""geo_loc_name"":[""Reunion""],""host"":[""Allium cepa""],""investigation_type"":[""bacteria_archaea""],""isol_growth_condt"":[""14742454""],""isolation_source"":[""leaf""],""lat_lon"":[""21.368092 S 55.553608 E""],""material"":[""leaf""],""num_replicons"":[""1""],""pathovar"":[""allii""],""ref_biomaterial"":[""14742454""],""strain"":[""CFBP 6369""],""type-material"":[""pathotype strain of Xanthomonas euvesicatoria pv. allii""]}"	.cache/ncbi/v2_1/efetch_735d8f8ccf46cf9f5e2f29e314c8634be72cb116fa0e8a003a1726550bbc0b46.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN02646549	ok	
d8b511f6d1746cf44180	NCPPB 2959	other_references	expected_genus:Xanthomonas	CFBP	5560300	SAMN05560300	Xanthomonas populi	53414	Microbe sample from Xanthomonas populi CFBP1817	CFBP1817		CFBP:1817	CFBP1817			BioSample: SAMN05560300; CFBP1817	Populus x canadensis cv. Regenerata	France: Oise,Noyon	1957		"{""biomaterial_provider"":[""CFBP1817""],""collected_by"":[""Ride M.""],""collection_date"":[""1957""],""culture_collection"":[""CFBP:1817""],""geo_loc_name"":[""France: Oise,Noyon""],""host"":[""Populus x canadensis cv. Regenerata""],""host_tissue_sampled"":[""canker""],""sample_type"":[""cell culture""],""strain"":[""CFBP1817""],""type-material"":[""type strain of Xanthomonas populi""]}"	.cache/ncbi/v2_1/efetch_3f582a594609bb470f3151d75429d96009724f647e7971ebfba655eb732c664f.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN05560300	ok	
d8b511f6d1746cf44180	NCPPB 3003	other_references	expected_genus:Xanthomonas	CFBP	5559875	SAMN05559875	Xanthomonas axonopodis pv. begoniae	473403	Microbe sample from Xanthomonas axonopodis pv. begoniae CFBP2524	CFBP2524		CFBP:2524	CFBP2524			BioSample: SAMN05559875; CFBP2524	Begonia sp.	New Zealand	1962		"{""biomaterial_provider"":[""CFBP2524""],""collected_by"":[""Dye D.W.""],""collection_date"":[""1962""],""culture_collection"":[""CFBP:2524""],""geo_loc_name"":[""New Zealand""],""host"":[""Begonia sp.""],""pathovar"":[""begoniae""],""sample_type"":[""cell culture""],""strain"":[""CFBP2524""]}"	.cache/ncbi/v2_1/efetch_3f582a594609bb470f3151d75429d96009724f647e7971ebfba655eb732c664f.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN05559875	ok	
d8b511f6d1746cf44180	NCPPB 935	other_references	expected_genus:Xanthomonas	CFBP	5559866	SAMN05559866	Xanthomonas arboricola pv. corylina	487821	Microbe sample from Xanthomonas arboricola pv. corylina CFBP1159	CFBP1159		CFBP:1159	CFBP1159			BioSample: SAMN05559866; CFBP1159	Corylus maxima	USA	1939		"{""biomaterial_provider"":[""CFBP1159""],""collected_by"":[""Miller P.W.""],""collection_date"":[""1939""],""culture_collection"":[""CFBP:1159""],""geo_loc_name"":[""USA""],""host"":[""Corylus maxima""],""pathovar"":[""corylina""],""sample_type"":[""cell culture""],""strain"":[""CFBP1159""]}"	.cache/ncbi/v2_1/efetch_3f582a594609bb470f3151d75429d96009724f647e7971ebfba655eb732c664f.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN05559866	ok	
d8b511f6d1746cf44180	NCPPB 1585	other_references	expected_genus:Xanthomonas	CFBP	3612252	SAMN03612252	Xanthomonas oryzae pv. oryzicola	129394	Microbe sample from Xanthomonas oryzae pv. oryzicola CFBP2286	CFBP2286						BioSample: SAMN03612252; CFBP2286; SRA: SRS941248	Oryza sativa	Malaysia	1964		"{""collected_by"":[""CIRM-CFBP""],""collection_date"":[""1964""],""geo_loc_name"":[""Malaysia""],""host"":[""Oryza sativa""],""pathovar"":[""oryzicola""],""sample_type"":[""cell culture""],""strain"":[""CFBP2286""]}"	.cache/ncbi/v2_1/efetch_1d87dd683a4b2a45cb6cf73549ea1a6c05b4fa06096e52901c1da51e76c76b7b.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN03612252	ok	
75c7a00f87177859add5; 3bfb311b4a97bebee373	NCPPB 4675	other_references	expected_genus:Xanthomonas	CPBF; LMG	9576250	SAMEA4722874	Xanthomonas euroxanthea	2259622	Xanthomonas euroxanthea CPBF 424	CPBF 424	CPBF 424	CCOS:1891; NCPPB:4675; BCCM/LMG:31037		CPBF 424		BioSample: SAMEA4722874; SRA: ERS2543014	Juglans regia		2016-04	Dormant walnut bud (J. regia)	"{""ENA-CHECKLIST"":[""ERC000028""],""ENA-FIRST-PUBLIC"":[""2018-06-14T17:03:26Z""],""ENA-LAST-UPDATE"":[""2020-09-18T13:38:38Z""],""External Id"":[""SAMEA4722874""],""INSDC center name"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC first public"":[""2018-06-14T17:03:26Z""],""INSDC last update"":[""2020-09-18T13:38:38Z""],""INSDC status"":[""public""],""Submitter Id"":[""CPBF 424""],""collection date"":[""2016-04""],""culture collection"":[""CCOS:1891"",""NCPPB:4675"",""BCCM/LMG:31037""],""geographic location (country and/or sea)"":[""Portugal""],""geographic location (region and locality)"":[""Loures""],""host health state"":[""diseased""],""host scientific name"":[""Juglans regia""],""isolate"":[""CPBF 424""],""isolation source"":[""Dormant walnut bud (J. regia)""],""sample name"":[""CPBF 424""],""scientific_name"":[""Xanthomonas euroxanthea""],""strain"":[""CPBF 424""],""type material"":[""type strain of Xanthomonas euroxanthea""],""type-material"":[""type strain of Xanthomonas euroxanthea""]}"	.cache/ncbi/v2_1/efetch_f7100daa816e4896d362060a32920fa7a17f8abd47e04a2fa9fddcf4d3daeab9.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722874	ok	
75c7a00f87177859add5	NCPPB 4676	other_references	expected_genus:Xanthomonas	CPBF	9576249	SAMEA4722873	Xanthomonas arboricola pv. juglandis	195709	Xanthomonas arboricola pv. juglandis CPBF 1521	CPBF 1521	CPBF 1521			CPBF 1521		BioSample: SAMEA4722873; SRA: ERS2543013	Juglans regia		2014-10	Walnut leaf (J. regia) presenting typical walnut bacterial blight symptoms	"{""ENA-CHECKLIST"":[""ERC000028""],""ENA-FIRST-PUBLIC"":[""2018-06-14T17:03:26Z""],""ENA-LAST-UPDATE"":[""2019-02-06T10:26:19Z""],""External Id"":[""SAMEA4722873""],""INSDC center name"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC first public"":[""2018-06-14T17:03:26Z""],""INSDC last update"":[""2019-02-06T10:26:19Z""],""INSDC status"":[""public""],""Submitter Id"":[""CPBF 1521""],""collection date"":[""2014-10""],""geographic location (country and/or sea)"":[""Portugal""],""geographic location (region and locality)"":[""Loures""],""host health state"":[""diseased""],""host scientific name"":[""Juglans regia""],""isolate"":[""CPBF 1521""],""isolation source"":[""Walnut leaf (J. regia) presenting typical walnut bacterial blight symptoms""],""pathovar"":[""juglandis""],""sample name"":[""CPBF 1521""],""scientific_name"":[""Xanthomonas arboricola pv. juglandis""],""strain"":[""CPBF 1521""]}"	.cache/ncbi/v2_1/efetch_f7100daa816e4896d362060a32920fa7a17f8abd47e04a2fa9fddcf4d3daeab9.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722873	ok	
75c7a00f87177859add5	NCPPB 4675	other_references	expected_genus:Xanthomonas	CPBF	17701744	SAMEA7742038	Xanthomonas euroxanthea	2259622	Xanthomonas euroxanthea CPBF 424					X. euroxanthea CPBF 424		BioSample: SAMEA7742038; SRA: ERS5489391					"{""ENA first public"":[""2021-01-26""],""ENA last update"":[""2020-12-20""],""ENA-CHECKLIST"":[""ERC000011""],""External Id"":[""SAMEA7742038""],""INSDC center alias"":[""CIBIO-Inbio""],""INSDC center name"":[""CIBIO-Inbio""],""INSDC first public"":[""2021-01-26T17:06:23Z""],""INSDC last update"":[""2020-12-20T18:12:54Z""],""INSDC status"":[""public""],""Submitter Id"":[""X. euroxanthea CPBF 424""],""sample name"":[""X. euroxanthea CPBF 424""]}"	.cache/ncbi/v2_1/efetch_cbe376b0c133682caa7daeaad578e491957f7de946720278e1c8d38e13a3b4b6.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA7742038	ok	
c5acff9677117344e2c2	NCPPB 1974	other_references	expected_genus:Stenotrophomonas	DSM	1176238	SAMN01176238	Stenotrophomonas maltophilia	40324	Pathogen sample Stenotrophomonas maltophilia DSM 50170	DSM 50170		DSM:50170				BioSample: SAMN01176238; DSM-50170; DSMZ: DSM-50170		missing	missing	oropharyngeal region of patient with cancer	"{""collected_by"":[""missing""],""collection_date"":[""missing""],""culture collection"":[""DSM:50170""],""geo_loc_name"":[""missing""],""isolation_source"":[""oropharyngeal region of patient with cancer""],""lat_lon"":[""missing""],""pathogenicity"":[""human and animal""],""ref_biomaterial"":[""Int J Syst Bacteriol, 33, 409-413 (1983); Int J Syst Bacteriol, 43, 606-609 (1993); Int J Syst Evol Microbiol, 54, 1235-1237 (2004)""],""repository"":[""German Collection of Microorganisms and Cell Cultures (DSMZ)""],""risk group"":[""2""],""specific_host"":[""Homo sapiens""],""strain"":[""DSM 50170""],""type status"":[""type strain""],""type-material"":[""type strain of Psedomonas maltophilia""]}"	.cache/ncbi/v2_1/efetch_9a6b3525df161b5bebe32f3baffc9f81c75f0978908c4b9416c7b69b38741858.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN01176238	ok	
597b005249ad7e2730c4	NCPPB 762	other_references	expected_genus:Xanthomonas	DSM	2894433	SAMN02894433	Xanthomonas pisi DSM 18956	1440766	Microbe sample from Xanthomonas pisi DSM 18956	DSM 18956		DSM:18956				BioSample: SAMN02894433; XanthomonasPisiDSMZ	Lathyrus oleraceus	Japan	1997	leaf spot	"{""collection_date"":[""1997""],""culture-collection"":[""DSM:18956""],""geo_loc_name"":[""Japan""],""host"":[""Lathyrus oleraceus""],""isolation_source"":[""leaf spot""],""sample_type"":[""missing""],""strain"":[""DSM 18956""],""type-material"":[""type strain of Xanthomonas pisi""]}"	.cache/ncbi/v2_1/efetch_735d8f8ccf46cf9f5e2f29e314c8634be72cb116fa0e8a003a1726550bbc0b46.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN02894433	ok	
597b005249ad7e2730c4	NCPPB 973	other_references	expected_genus:Xanthomonas	DSM	2483652	SAMEA2271958	Xanthomonas translucens pv. translucens DSM 18974	1261556	BioSample entry for genome collection GCA_000331775	DSM 18974				GCA_000331775		BioSample: SAMEA2271958; SRA: ERS379422					"{""ENA-CHECKLIST"":[""ERC000011""],""ENA-FIRST-PUBLIC"":[""2013-12-19""],""ENA-LAST-UPDATE"":[""2013-12-09""],""External Id"":[""SAMEA2271958""],""INSDC center alias"":[""EBI""],""INSDC center name"":[""European Bioinformatics Institute""],""INSDC first public"":[""2013-12-19T12:09:22Z""],""INSDC last update"":[""2013-12-09T15:23:47Z""],""INSDC status"":[""public""],""STRAIN"":[""DSM 18974""],""Submitter Id"":[""GCA_000331775""],""broker name"":[""European Nucleotide Archive""],""individual_name"":[""GCA_000331775""],""pathovar"":[""translucens DSM 18974""],""sample name"":[""GCA_000331775""],""type-material"":[""pathotype strain of Xanthomonas translucens pv. translucens""]}"	.cache/ncbi/v2_1/efetch_735d8f8ccf46cf9f5e2f29e314c8634be72cb116fa0e8a003a1726550bbc0b46.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA2271958	ok	
597b005249ad7e2730c4	NCPPB 973	other_references	expected_genus:Xanthomonas	DSM	5462680	SAMEA4358958	Xanthomonas translucens pv. translucens DSM 18974	1261556	Xanthomonas translucens pv. translucens DSM 18974					peng1		BioSample: SAMEA4358958; SRA: ERS1270407					"{""ENA first public"":[""2016-07-28""],""ENA last update"":[""2016-07-28""],""ENA-CHECKLIST"":[""ERC000011""],""External Id"":[""SAMEA4358958""],""INSDC center alias"":[""CEBITEC""],""INSDC center name"":[""Center for Biotechnology, Bielefeld University""],""INSDC first public"":[""2016-07-28T17:01:12Z""],""INSDC last update"":[""2016-07-28T13:44:25Z""],""INSDC status"":[""public""],""Submitter Id"":[""peng1""],""pathovar"":[""translucens DSM 18974""],""sample name"":[""peng1""]}"	.cache/ncbi/v2_1/efetch_3f582a594609bb470f3151d75429d96009724f647e7971ebfba655eb732c664f.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4358958	ok	
597b005249ad7e2730c4	NCPPB 599	other_references	expected_genus:Xanthomonas	DSM	2894432	SAMN02894432	Xanthomonas hyacinthi DSM 19077	1440765	Microbe sample from Xanthomonas hyacinthi DSM 19077	DSM 19077		DSM:19077				BioSample: SAMN02894432; XanthomonasHyacinthiDSM Z	Hyacinthus orientalis	Netherlands	2002	missing	"{""collection_date"":[""2002""],""culture-collection"":[""DSM:19077""],""geo_loc_name"":[""Netherlands""],""host"":[""Hyacinthus orientalis""],""isolation_source"":[""missing""],""sample_type"":[""missing""],""strain"":[""DSM 19077""],""type-material"":[""type strain of Xanthomonas hyacinthi""]}"	.cache/ncbi/v2_1/efetch_735d8f8ccf46cf9f5e2f29e314c8634be72cb116fa0e8a003a1726550bbc0b46.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN02894432	ok	
597b005249ad7e2730c4	NCPPB 4321	other_references	expected_genus:Xanthomonas	DSM	14837221	SAMN14837221	Xanthomonas perforans	442694	Xanthomonas perforans DSM 18975	DSM 18975		DSM:18975				BioSample: SAMN14837221; X.perforans DSM18975T; SRA: SRS6658678	Solanum lycopersicum	USA	2006		"{""collection_date"":[""2006""],""culture_collection"":[""DSM:18975""],""geo_loc_name"":[""USA""],""host"":[""Solanum lycopersicum""],""sample_type"":[""cell culture""],""strain"":[""DSM 18975""],""type-material"":[""type strain of Xanthomonas perforans""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN14837221	ok	
4d7b5f2ba04ca6207e3f; 3bfb311b4a97bebee373	NCPPB 4692	other_references	expected_genus:Xanthomonas	GBBC; LMG	18051091	SAMEA7356589	Xanthomonas hydrangeae	2775159	Xanthomonas hydrangeae LMG 31884	LMG 31884	GBBC 2123	CCOS:1956; BCCM/LMG:31884		LMG 31884		BioSample: SAMEA7356589; SRA: ERS5115060	Hydrangea arborescens		2011	leaf spots	"{""ENA first public"":[""2021-02-21""],""ENA-CHECKLIST"":[""ERC000011""],""ENA-LAST-UPDATE"":[""2022-06-28""],""External Id"":[""SAMEA7356589""],""INSDC center alias"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC center name"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC first public"":[""2021-02-21T04:08:05Z""],""INSDC last update"":[""2022-06-28T13:47:10Z""],""INSDC status"":[""public""],""Submitter Id"":[""LMG 31884""],""collected by"":[""J. van Vaerenbergh""],""collection date"":[""2011""],""culture collection"":[""CCOS:1956"",""BCCM/LMG:31884""],""geographic location (country and/or sea)"":[""Belgium""],""geographic location (region and locality)"":[""Flanders, Merelbeke""],""host cultivar"":[""Bella Anna""],""host health state"":[""diseased""],""host scientific name"":[""Hydrangea arborescens""],""isolate"":[""GBBC 2123""],""isolation source"":[""leaf spots""],""sample name"":[""LMG 31884""],""strain"":[""LMG 31884""],""type_material"":[""type strain of Xanthomonas hydrangeae""]}"	.cache/ncbi/v2_1/efetch_cbe376b0c133682caa7daeaad578e491957f7de946720278e1c8d38e13a3b4b6.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356589	ok	
4d7b5f2ba04ca6207e3f; 3bfb311b4a97bebee373	NCPPB 4693	other_references	expected_genus:Xanthomonas	GBBC; LMG	18051124	SAMEA7356591	Xanthomonas hydrangeae	2775159	Xanthomonas hydrangeae LMG 31886	GBBC 2199		BCCM/LMG:31886; CCOS:1957		LMG 31886		BioSample: SAMEA7356591; SRA: ERS5115062	Hydrangea arborescens		2012	leaf spots	"{""ENA first public"":[""2021-02-21""],""ENA last update"":[""2022-01-10""],""ENA-CHECKLIST"":[""ERC000011""],""External Id"":[""SAMEA7356591""],""INSDC center alias"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC center name"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC first public"":[""2021-02-21T04:08:05Z""],""INSDC last update"":[""2022-01-10T10:21:29Z""],""INSDC status"":[""public""],""Submitter Id"":[""LMG 31886""],""collected by"":[""J. van Vaerenbergh""],""collection date"":[""2012""],""culture collection"":[""BCCM/LMG:31886"",""CCOS:1957""],""geographic location (country and/or sea)"":[""Belgium""],""geographic location (region and locality)"":[""Flanders, Merelbeke""],""host cultivar"":[""Invincibelle""],""host health state"":[""diseased""],""host scientific name"":[""Hydrangea arborescens""],""isolation source"":[""leaf spots""],""sample name"":[""LMG 31886""],""strain"":[""GBBC 2199""]}"	.cache/ncbi/v2_1/efetch_cbe376b0c133682caa7daeaad578e491957f7de946720278e1c8d38e13a3b4b6.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356591	ok	
6242a1c5f8aea9ade2e9	NCPPB 973	other_references	expected_genus:Xanthomonas	ICMP	43281667	SAMN43281667	Xanthomonas translucens	343	Microbe sample from Xanthomonas translucens	ICMP 5752						BioSample: SAMN43281667; Xanthomonas translucens GCM10007452 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10007452""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5752""],""type-material"":[""pathotype strain of Xanthomonas translucens pv. translucens""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43281667	ok	
6242a1c5f8aea9ade2e9	NCPPB 4403	other_references	expected_genus:Xanthomonas	ICMP	43282785	SAMN43282785	Xanthomonas citri pv. malvacearum	86040	Microbe sample from Xanthomonas citri pv. malvacearum	ICMP 217						BioSample: SAMN43282785; Xanthomonas citri subsp. malvacearum GCM10022193 genome sample data		missing	2021	missing	"{""collection_date"":[""2021""],""gcm_tag"":[""GCM10022193""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""pathovar"":[""malvacearum""],""sample_type"":[""cell culture""],""strain"":[""ICMP 217""],""type-material"":[""type strain of Xanthomonas citri subsp. malvacearum""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282785	ok	
6242a1c5f8aea9ade2e9	NCPPB 4449	other_references	expected_genus:Xanthomonas	ICMP	21172023	SAMN21172023	Xanthomonas cerealis pv. cerealis	152263	Xanthomonas translucens pv. pistaciae ICMP 16317	ICMP 16317						BioSample: SAMN21172023; XTP_ICMP16317	Pistacia vera	Australia:Victoria	2000		"{""collection_date"":[""2000""],""geo_loc_name"":[""Australia:Victoria""],""host"":[""Pistacia vera""],""pathovar"":[""pistacia""],""sample_type"":[""whole organism""],""strain"":[""ICMP 16317""]}"	.cache/ncbi/v2_1/efetch_37d8944caa924bec9d37b885aef8093954bac3495e037f63b1aeb634992f5a21.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN21172023	ok	
6242a1c5f8aea9ade2e9	NCPPB 4403	other_references	expected_genus:Xanthomonas	ICMP	43281686	SAMN43281686	Xanthomonas citri pv. malvacearum	86040	Microbe sample from Xanthomonas citri pv. malvacearum	ICMP 217						BioSample: SAMN43281686; Xanthomonas citri subsp. malvacearum GCM10008009 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10008009""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""pathovar"":[""malvacearum""],""sample_type"":[""cell culture""],""strain"":[""ICMP 217""],""type-material"":[""type strain of Xanthomonas citri subsp. malvacearum""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43281686	ok	
6242a1c5f8aea9ade2e9	NCPPB 2959	other_references	expected_genus:Xanthomonas	ICMP	43284582	SAMN43284582	Xanthomonas populi	53414	Microbe sample from Xanthomonas populi	ICMP 5816						BioSample: SAMN43284582; Xanthomonas populi GCM10029991 genome sample data		missing	2024	missing	"{""GCM-tag"":[""GCM10029991""],""collection_date"":[""2024""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5816""],""type-material"":[""type strain of Xanthomonas populi""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43284582	ok	
6242a1c5f8aea9ade2e9	NCPPB 939	other_references	expected_genus:Xanthomonas	ICMP	43284563	SAMN43284563	Xanthomonas hortorum	56454	Microbe sample from Xanthomonas hortorum	ICMP 453						BioSample: SAMN43284563; Xanthomonas hortorum GCM10029967 genome sample data		missing	2024	missing	"{""GCM-tag"":[""GCM10029967""],""collection_date"":[""2024""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 453""],""type-material"":[""type strain of Xanthomonas hortorum""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43284563	ok	
6242a1c5f8aea9ade2e9	NCPPB 1469	other_references	expected_genus:Xanthomonas	ICMP	43284562	SAMN43284562	Xanthomonas fragariae	48664	Microbe sample from Xanthomonas fragariae	ICMP 5715						BioSample: SAMN43284562; Xanthomonas fragariae GCM10029966 genome sample data		missing	2024	missing	"{""GCM-tag"":[""GCM10029966""],""collection_date"":[""2024""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5715""],""type-material"":[""type strain of Xanthomonas fragariae""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43284562	ok	
6242a1c5f8aea9ade2e9	NCPPB 4446	other_references	expected_genus:Xanthomonas	ICMP	43282364	SAMN43282364	Xanthomonas dyei	743699	Microbe sample from Xanthomonas dyei	ICMP 12167						BioSample: SAMN43282364; Xanthomonas dyei GCM10019897 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10019897""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 12167""],""type-material"":[""type strain of Xanthomonas dyei""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282364	ok	
6242a1c5f8aea9ade2e9	NCPPB 1469	other_references	expected_genus:Xanthomonas	ICMP	43282235	SAMN43282235	Xanthomonas fragariae	48664	Microbe sample from Xanthomonas fragariae	ICMP 5715						BioSample: SAMN43282235; Xanthomonas fragariae GCM10019069 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10019069""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5715""],""type-material"":[""type strain of Xanthomonas fragariae""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282235	ok	
6242a1c5f8aea9ade2e9	NCPPB 1469	other_references	expected_genus:Xanthomonas	ICMP	43282231	SAMN43282231	Xanthomonas fragariae	48664	Microbe sample from Xanthomonas fragariae	ICMP 5715						BioSample: SAMN43282231; Xanthomonas fragariae GCM10019063 genome sample data		missing	2021	missing	"{""GCM-tag"":[""GCM10019063""],""collection_date"":[""2021""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5715""],""type-material"":[""type strain of Xanthomonas fragariae""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282231	ok	
6242a1c5f8aea9ade2e9	NCPPB 1469	other_references	expected_genus:Xanthomonas	ICMP	43282199	SAMN43282199	Xanthomonas fragariae	48664	Microbe sample from Xanthomonas fragariae	ICMP 5715						BioSample: SAMN43282199; Xanthomonas fragariae GCM10018946 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10018946""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 5715""],""type-material"":[""type strain of Xanthomonas fragariae""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282199	ok	
