query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386044	SAMN17386044	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X126						BioSample: SAMN17386044; X126; SRA: SRS9061511	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X126""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386044	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386043	SAMN17386043	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X125						BioSample: SAMN17386043; X125; SRA: SRS9061512	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X125""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386043	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386042	SAMN17386042	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X124						BioSample: SAMN17386042; X124; SRA: SRS9061513	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X124""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386042	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386041	SAMN17386041	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X123						BioSample: SAMN17386041; X123; SRA: SRS9061514	missing	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""missing""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X123""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386041	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386040	SAMN17386040	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X122						BioSample: SAMN17386040; X122; SRA: SRS9061515	Brassica sp.	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica sp.""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X122""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386040	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386039	SAMN17386039	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X121						BioSample: SAMN17386039; X121; SRA: SRS9061516	Brassica sp.	Australia: New South Wales	missing	Seed	"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales""],""host"":[""Brassica sp.""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolation_source"":[""Seed""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X121""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386039	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386038	SAMN17386038	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X120						BioSample: SAMN17386038; X120; SRA: SRS9061517	Brassica oleracea var. botrytis	Australia: Victoria	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Victoria""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X120""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386038	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386037	SAMN17386037	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X117						BioSample: SAMN17386037; X117; SRA: SRS9061518	Brassica oleracea var. capitata	Australia: New South Wales	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales""],""host"":[""Brassica oleracea var. capitata""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X117""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386037	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386036	SAMN17386036	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X116						BioSample: SAMN17386036; X116; SRA: SRS9061520	Brassica oleracea var. capitata	Australia: Victoria	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Victoria""],""host"":[""Brassica oleracea var. capitata""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X116""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386036	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386035	SAMN17386035	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X114						BioSample: SAMN17386035; X114; SRA: SRS9061521	Brassica oleracea var. botrytis	Australia: New South Wales	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X114""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386035	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386034	SAMN17386034	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X112						BioSample: SAMN17386034; X112; SRA: SRS9061522	Brassica oleracea var. gemmifera	Australia: New South Wales	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales""],""host"":[""Brassica oleracea var. gemmifera""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X112""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386034	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386033	SAMN17386033	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X103						BioSample: SAMN17386033; X103; SRA: SRS9061523	Brassica oleracea var. capitata	Australia: New South Wales, Campbelltown	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales, Campbelltown""],""host"":[""Brassica oleracea var. capitata""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X103""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386033	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386032	SAMN17386032	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X102						BioSample: SAMN17386032; X102; SRA: SRS9061524	Brassica oleracea var. botrytis	Australia: New South Wales, Campbelltown	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales, Campbelltown""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X102""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386032	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386031	SAMN17386031	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	VPRI-17962						BioSample: SAMN17386031; VPRI-17962; SRA: SRS9061550	Erysimum sp.	Australia: Victoria, Monbulk	1992-05	Stem, leaf	"{""collection_date"":[""1992-05""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Victoria, Monbulk""],""host"":[""Erysimum sp.""],""host_disease"":[""black rot""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolation_source"":[""Stem, leaf""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""VPRI-17962""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386031	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386030	SAMN17386030	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-16-14						BioSample: SAMN17386030; PHDS-16-14; SRA: SRS9061552	Diplotaxis tenuifolia	missing	2016	leaf	"{""collection_date"":[""2016""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""missing""],""host"":[""Diplotaxis tenuifolia""],""host_disease"":[""spot""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolation_source"":[""leaf""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""raphani""],""ref_biomaterial"":[""missing""],""strain"":[""PHDS-16-14""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386030	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386029	SAMN17386029	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-15-1210C						BioSample: SAMN17386029; PHDS-15-1210C; SRA: SRS9061551	missing	missing	2015		"{""collection_date"":[""2015""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""missing""],""host"":[""missing""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""PHDS-15-1210C""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386029	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386028	SAMN17386028	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-10-293					DAM-4241	BioSample: SAMN17386028; PHDS-10-293; SRA: SRS9061553	Brassica oleracea var. capitata f. rubra	Australia: Western Australia, Gingin	2010		"{""collection_date"":[""2010""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Western Australia, Gingin""],""host"":[""Brassica oleracea var. capitata f. rubra""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""DAM-4241""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""PHDS-10-293""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386028	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386027	SAMN17386027	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-03-492					X113	BioSample: SAMN17386027; PHDS-03-492; SRA: SRS9061556	Brassica oleracea var. botrytis	Australia: Western Australia	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Western Australia""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""X113""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""PHDS-03-492""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386027	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386026	SAMN17386026	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-03-417					X110	BioSample: SAMN17386026; PHDS-03-417; SRA: SRS9061554	Brassica oleracea var. botrytis	Australia: New South Wales, Leppington	2003	leaf	"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales, Leppington""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""X110""],""isolation_source"":[""leaf""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""PHDS-03-417""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386026	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386025	SAMN17386025	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	PHDS-03-190					X87	BioSample: SAMN17386025; PHDS-03-190; SRA: SRS9061555	Brassica oleracea var. italica	Australia: New South Wales, Leppington	2003		"{""collection_date"":[""2003""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: New South Wales, Leppington""],""host"":[""Brassica oleracea var. italica""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""X87""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""PHDS-03-190""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386025	ok	
