ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	biosample_host	biosample_geographic_location	biosample_collection_date	biosample_collection_year	biosample_isolation_source	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	pathovar_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	original_decision	reviewer_decision	reviewer_notes	reviewer_approved_for_downstream	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 347	SAMN17385947	17385947	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas campestris	339	Iberis sp.	Tanzania	1954	1954		NCPPB 347	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN17385947
NCPPB 465	SAMN41997687	41997687	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. olitorii	487880	Corchorus olitorius	Sudan	1956	1956		NCPPB 465	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41997687
NCPPB 464	SAMN41997686	41997686	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. olitorii	487880	Corchorus olitorius	Sudan	1956	1956		NCPPB 464	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41997686
NCPPB 3035	SAMN41997685	41997685	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas phaseoli pv. phaseoli	317013	Phaseolus vulgaris	USA	Not collected			NCPPB 3035	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41997685
NCPPB 4692	SAMN41996498	41996498	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas hydrangeae	2775159	Hydrangea arborescens cv Bella Anna	Belgium	2011	2011		NCPPB 4692	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41996498
NCPPB 416	SAMN41996497	41996497	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas arboricola pv. pruni	69929	Prunus salicina	New Zealand	1953	1953		NCPPB 416	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41996497
NCPPB 935	SAMN41996496	41996496	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas arboricola pv. corylina	487821	Corylus maxima	USA	1939	1939		NCPPB 935	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41996496
NCPPB 976	SAMN09704274	9704274	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. vitians	487843	missing	USA	missing		missing	NCPPB 976	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN09704274
NCPPB 939	SAMN08729581	8729581	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas hortorum pv. hederae	453603	Hedera helix	USA	1961	1961		NCPPB 939	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN08729581
NCPPB 3440	SAMN40354570	40354570	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8393	3161574	Daucus carota	Brazil	1985	1985		NCPPB 3440	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354570
NCPPB 230	SAMN40354569	40354569	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8391	3161573	Not collected	USA	1949	1949		NCPPB 230	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354569
NCPPB 425	SAMN40354566	40354566	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8338	3161570	Not collected	Canada	1967	1967		NCPPB 425	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354566
NCPPB 1585	SAMN40354542	40354542	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas oryzae pv. oryzicola	129394	Oryza sativa	Malaysia	1964	1964		NCPPB 1585	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354542
NCPPB 3002	SAMN40354541	40354541	ncppb_number	expected_genus:Xanthomonas	Xanthomonas oryzae pv. oryzae	64187	Oryza sativa	India	1977	1977		NCPPB 3002	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354541
NCPPB 4590	SAMN40354539	40354539	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	Citrus x aurantiifolia	USA	2015	2015		NCPPB 4590	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354539
NCPPB 1838	SAMN40354538	40354538	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. fuscans	366649	Vigna unguiculata subsp. unguiculata	Not collected	1966	1966		NCPPB 1838	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	pathovar_mismatch	no	yes	yes	accept	accept			no	pathovar_mismatch		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354538
NCPPB 633	SAMN40354537	40354537	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. malvacearum	86040	Gossypium	Sudan	1959	1959		NCPPB 633	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354537
NCPPB 381	SAMN40354536	40354536	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. fuscans	366649	Phaseolus vulgaris	Canada	1957	1957		NCPPB 381	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354536
NCPPB 633	SAMN40354530	40354530	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. malvacearum	86040	Gossypium	Sudan	1994	1994		NCPPB 633	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354530
NCPPB 4391	SAMN41763921	41763921	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa sp.	Rwanda	2005	2005		NCPPB 4391	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41763921
NCPPB 1455	SAMN41763920	41763920	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. lantanae	487871	Lantana camara var. aculeata	India	1956	1956		NCPPB 1455	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN41763920
NCPPB 4058	SAMN24251536	24251536	ncppb_number	expected_genus:Xanthomonas	Xanthomonas hortorum pv. vitians	83224	Lactuca sativa	United Kingdom	missing		field	NCPPB 4058	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN24251536
NCPPB 232	SAMEA6962647	15671172	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas hortorum pv. vitians	83224	Lactuca sp.		1949	1949		NCPPB 232	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962647
NCPPB 2248	SAMN09704264	9704264	ncppb_number	expected_genus:Xanthomonas	Xanthomonas hortorum pv. vitians	83224	Lactuca sativa	Zimbabwe	missing		missing	NCPPB 2248	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704264
NCPPB 1822	SAMN39942671	39942671	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Fragaria chiloensis var. ananassa	USA	Not collected			NCPPB 1822	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942671
NCPPB 416	SAMN39942831	39942831	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas arboricola pv. pruni	69929	Prunus salicina	New Zealand	Not collected			NCPPB 416	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942831
NCPPB 4772	SAMN39942678	39942678	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Not collected	Not collected	Not collected			NCPPB 4772	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942678
NCPPB 4181	SAMN39942677	39942677	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Not collected	Not collected	Not collected			NCPPB 4181	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942677
NCPPB 3743	SAMN39942675	39942675	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Fragaria sp.	Brazil	Not collected			NCPPB 3743	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942675
NCPPB 3028	SAMN39942674	39942674	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Fragaria sp.	Brazil	1977	1977		NCPPB 3028	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942674
NCPPB 2949	SAMN39942673	39942673	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Fragaria x ananassa	Australia	1975	1975		NCPPB 2949	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942673
NCPPB 1469	SAMN39942670	39942670	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	Not collected	Not collected	Not collected			NCPPB 1469	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942670
NCPPB 4675	SAMEA4722874	9576250	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas euroxanthea	2259622	Juglans regia		2016-04	2016	Dormant walnut bud (J. regia)	NCPPB 4675	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722874
NCPPB 3743	SAMEA4590056	8970083	ncppb_number	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	Fragaria hybrid cv. Campinas		1990	1990	diseased strawberry	NCPPB 3743	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590056
NCPPB 1822	SAMEA4590042	8970069	ncppb_number	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	Fragaria chiloensis var. ananassa		1966	1966	diseased strawberry	NCPPB 1822	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590042
NCPPB 3213	SAMEA3121378	3225033	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. bilvae	487854						NCPPB 3213	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA3121378
NCPPB 2970	SAMN22552843	22552843	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. papavericola	487881	Papaver rhoeas	USA	not collected			NCPPB 2970	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552843
NCPPB 983	SAMN22552839	22552839	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. barbareae	461407	Barbarea vulgaris	USA	not collected			NCPPB 983	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552839
NCPPB 881	SAMN09704275	9704275	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas hortorum ATCC 19865	925777	Solanum lycopersicum	Yugoslavia	missing		missing	NCPPB 881	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704275
NCPPB 2649	SAMN03140274	3140274	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. arecae	487849	Areca catechu	India	1974	1974	missing	NCPPB 2649	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03140274
NCPPB 2005	SAMN02471727	2471727	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 2005	1094183	banana				banana wilt	NCPPB 2005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02471727
NCPPB 1759	SAMEA114332028	37783306	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri	346	Feronia elephantacum		not provided		Feronia elephantacum	NCPPB 1759	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332028
NCPPB 409	SAMEA114331998	37783109	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	Citrus x limon		1956	1956	Citrus limon	NCPPB 409	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114331998
NCPPB 3213	SAMEA114332029	37783003	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri	346	Aegle marmelos		1980	1980	Aegle marmelos	NCPPB 3213	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332029
NCPPB 4392	SAMN02471739	2471739	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 4392	1184263	banana				banana wilt	NCPPB 4392	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02471739
NCPPB 1159	SAMN01090336	1090336	ncppb_number	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. manihotis str. NCPPB 1159	1185700						NCPPB 1159	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN01090336
NCPPB 2251	SAMN00991248	991248	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 2251	1184256						NCPPB 2251	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991248
NCPPB 4394	SAMN00991245	991245	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 4394	1094187						NCPPB 4394	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991245
