ncppb_number	presence_pattern	v1_present	v2_present	v3_present	v1_v2_status	v2_v3_status	v1_v3_status	v1_v2_changed_fields	v2_v3_changed_fields	v1_v3_changed_fields	v1_current_name	v2_current_name	v3_current_name	latest_catalogue_url
NCPPB 485	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/485
NCPPB 488	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/488
NCPPB 490	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/490
NCPPB 509	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/509
NCPPB 510	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/510
NCPPB 526	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/526
NCPPB 528	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/528
NCPPB 529	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/529
NCPPB 535	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/535
NCPPB 536	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/536
NCPPB 554	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/554
NCPPB 555	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/555
NCPPB 556	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis Starr & Garcés 1950	Xanthomonas axonopodis Starr & Garcés 1950	Xanthomonas axonopodis Starr & Garcés 1950	https://ncppb.fera.co.uk/furtherinfo/556
NCPPB 557	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	https://ncppb.fera.co.uk/furtherinfo/557
NCPPB 570	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/570
NCPPB 571	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/571
NCPPB 573	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/573
NCPPB 575	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/575
NCPPB 577	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/577
NCPPB 578	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/578
NCPPB 579	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/579
NCPPB 581	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/581
NCPPB 582	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/582
NCPPB 583	v3	no	no	yes	not_in_pair	added	added						Chryseobacterium sp. Vandamme et al. 1994	https://ncppb.fera.co.uk/furtherinfo/583
NCPPB 584	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/584
NCPPB 585	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/585
NCPPB 586	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/586
NCPPB 599	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/599
NCPPB 614	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	https://ncppb.fera.co.uk/furtherinfo/614
NCPPB 631	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/631
NCPPB 633	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/633
NCPPB 634	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/634
NCPPB 637	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/637
NCPPB 638	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/638
NCPPB 642	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/642
NCPPB 645	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/645
NCPPB 646	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/646
NCPPB 647	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/647
NCPPB 648	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/648
NCPPB 670	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/670
NCPPB 701	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/701
NCPPB 702	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	https://ncppb.fera.co.uk/furtherinfo/702
NCPPB 761	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names; host	alternative_names; host	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/761
NCPPB 762	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/762
NCPPB 793	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/793
NCPPB 795	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	https://ncppb.fera.co.uk/furtherinfo/795
NCPPB 840	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/840
NCPPB 875	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/875
NCPPB 881	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	https://ncppb.fera.co.uk/furtherinfo/881
NCPPB 884	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/884
NCPPB 885	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/885
NCPPB 887	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/887
NCPPB 888	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/888
NCPPB 889	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	https://ncppb.fera.co.uk/furtherinfo/889
NCPPB 891	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/891
NCPPB 892	v1+v2+v3	yes	yes	yes	changed	changed	changed	alternative_names	alternative_names	alternative_names	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/892
NCPPB 893	v1+v2+v3	yes	yes	yes	changed	changed	changed	alternative_names	alternative_names	alternative_names	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/893
NCPPB 895	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	https://ncppb.fera.co.uk/furtherinfo/895
NCPPB 896	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/896
NCPPB 897	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/897
NCPPB 899	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/899
