ncppb_number	ncppb_current_name	confirmed_biosample_accessions	provisional_biosample_accessions	preferred_resource_type	preferred_biosample_accession	preferred_sequence_accessions	preferred_sequence_scope	preferred_assembly_level	sequence_bioproject_accessions	phylogeny_readiness	download_tool	download_command	qc_required	identity_review_required	taxonomy_review_required	selection_block_reason	selection_reason
NCPPB 3194	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3200	Xanthomonas sp. Dowson 1939	SAMN42923733		assembly	SAMN42923733	GCF_056393585.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_056393585.1 --include genome --filename NCPPB_3200_GCF_056393585.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3204	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	SAMN42180200		sra_wgs_reads	SAMN42180200	SRR29655430; SRR30037603	whole_genome_shotgun_reads		PRJNA1130018	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR29655430 && fasterq-dump SRR29655430 --split-files --outdir fastq/NCPPB_3204 ; prefetch SRR30037603 && fasterq-dump SRR30037603 --split-files --outdir fastq/NCPPB_3204	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 3207	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3212	Xanthomonas cerealis pv. cerealis Tambong et al. 2024			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3213	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	SAMN49561543; SAMEA3121378; SAMEA114332029		none						taxonomy_review_required_before_use			not_applicable	no	yes	taxonomy_review_required	Linked sequence exists, but taxonomy review blocks automatic downstream selection.
NCPPB 3215	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3218	Xanthomonas sp. Dowson 1939	SAMN42161514		assembly	SAMN42161514	GCF_056725185.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_056725185.1 --include genome --filename NCPPB_3218_GCF_056725185.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3229	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	SAMN19468000; SAMEA3486180		assembly	SAMN19468000	GCF_021919285.1	whole_genome_assembly	Complete Genome	PRJNA720632	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_021919285.1 --include genome --filename NCPPB_3229_GCF_021919285.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3230	Xanthomonas graminis pv. poae Tambong et al. 2024	SAMN05258173; SAMN19467923; SAMEA3486272		assembly	SAMN19467923	GCF_021903515.1	whole_genome_assembly	Complete Genome	PRJNA720632	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_021903515.1 --include genome --filename NCPPB_3230_GCF_021903515.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3231	Xanthomonas graminis pv. phlei Tambong et al. 2024	SAMN19467924; SAMEA3486273		assembly	SAMN19467924	GCF_021906975.1	whole_genome_assembly	Complete Genome	PRJNA720632	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_021906975.1 --include genome --filename NCPPB_3231_GCF_021906975.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3232	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3233	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3234	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.		SAMEA114332007	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 3235	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3236	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMD00253039; SAMEA114331996		assembly	SAMEA114331996	GCF_963669675.1	whole_genome_assembly	Contig	PRJEB65884	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_963669675.1 --include genome --filename NCPPB_3236_GCF_963669675.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3237	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.		SAMEA114332008; SAMN23026106	none						identity_review_required_before_use			not_applicable	yes	yes		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 3240	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3241	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3242	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3245	Xanthomonas campestris pv. centellae Basnyat & Kulkarni 1979			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3290	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3291	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3292	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3301	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3303	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3304	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990		SAMN06237132	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 3311	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3312	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3313	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3314	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3315	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3329	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3330	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3361	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3363	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3380	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3381	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3382	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3426	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3434	Xanthomonas melonis Vauterin et al. 1995	SAMN22555469		assembly	SAMN22555469	GCF_020783655.1	whole_genome_assembly	Contig	PRJNA774146	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_020783655.1 --include genome --filename NCPPB_3434_GCF_020783655.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3435	Xanthomonas melonis Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3437	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3438	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3440	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	SAMN40354570		none						taxonomy_review_required_before_use			not_applicable	no	yes	taxonomy_review_required	Linked sequence exists, but taxonomy review blocks automatic downstream selection.
NCPPB 3441	Xanthomonas sp. Dowson 1939	SAMN42161515		assembly	SAMN42161515	GCF_056725165.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_056725165.1 --include genome --filename NCPPB_3441_GCF_056725165.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3442	Xanthomonas sp. Dowson 1939	SAMN42161516		assembly	SAMN42161516	GCF_056725145.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_056725145.1 --include genome --filename NCPPB_3442_GCF_056725145.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3443	Xanthomonas sp. Dowson 1939	SAMN42161485		assembly	SAMN42161485	GCF_041475685.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041475685.1 --include genome --filename NCPPB_3443_GCF_041475685.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3456	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3457	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3479	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3484	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3559	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3560	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3561	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3562	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783129		sra_wgs_reads	SAMN13783129	SRR11234662; SRR11234643	whole_genome_shotgun_reads		PRJNA599566	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR11234662 && fasterq-dump SRR11234662 --split-files --outdir fastq/NCPPB_3562 ; prefetch SRR11234643 && fasterq-dump SRR11234643 --split-files --outdir fastq/NCPPB_3562	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 3563	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	SAMN06853998		none						confirmed_biosample_metadata_only			not_applicable	no	no		Confirmed strain identity is present, but no linked assembly or WGS genomic run is available.
NCPPB 3566	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346322		assembly	SAMN36346322	GCA_035060515.1	whole_genome_assembly	Contig	PRJNA988133	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCA_035060515.1 --include genome --filename NCPPB_3566_GCA_035060515.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 3567	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3568	Xanthomonas campestris pv. centellae Basnyat & Kulkarni 1979			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 3569	Xanthomonas sp. Dowson 1939	SAMN42161486		assembly	SAMN42161486	GCF_041475645.1	whole_genome_assembly	Complete Genome	PRJNA1129555	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041475645.1 --include genome --filename NCPPB_3569_GCF_041475645.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
