ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	catalogue_host	catalogue_country	ncbi_biosample_match_count	ncbi_assembly_count	ncbi_sra_run_count	ncbi_bioproject_count	ncbi_sequence_resource_count	ncbi_record_match_count	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_eligible_sequence_resource_count	ncbi_taxonomy_blocked_resource_count	has_confirmed_ncbi_data	ncbi_data_status	sequence_availability_category	phylogeny_readiness	manual_review_required	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	assembly_accessions	sra_run_accessions	bioproject_accessions	taxonomy_blocked_biosample_accessions
NCPPB 1757	present_in_both	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Blepharis boarhaavifolia	India	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988973	GCF_019201485.1	SRR15305423				SAMN19988973
NCPPB 1758	present_in_both	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Coriandrum sativum	India	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988974	GCF_019201305.1	SRR15305430				SAMN19988974
NCPPB 1759	present_in_both	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	Xanthomonas	current_xanthomonas	Feronia elephantacum	India	2	2	1	4	3	9	0	0	0	9	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN49561544; SAMEA114332028	GCF_052883265.1; GCF_963669615.1	ERR12095367				SAMEA114332028; SAMN49561544
NCPPB 1760	present_in_both	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Spermacoce hispida	India	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988975	GCF_019201445.1	SRR15305421				SAMN19988975
NCPPB 1765	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium hortorum	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1774	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Root surface of Solanum tuberosum.	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1785	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Gossypium hirsutum	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1786	present_in_both	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Eleusine coracana	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1787	present_in_both	Xanthomonas euvesicatoria pv. vernoniae (Patel et al. 1968) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Vernonia cinerea (Cyanthillium cinereum)	India	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988976	GCF_019201345.1	SRR15305432				SAMN19988976
NCPPB 1811	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Phaseolus vulgaris	Romania	2	2	1	4	3	9	2	1	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN03257682; SAMN18440089	GCF_000808675.2; GCF_017745315.1	SRR2052881	GCF_000808675.2; GCF_017745315.1	SRR2052881	PRJNA269946; PRJNA716613	
NCPPB 1821	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Medicago sativa	Japan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1822	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas	Fragaria chiloensis var. ananassa	USA	2	1	2	4	3	9	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN39942671; SAMEA4590042	GCF_900380035.1	ERR2528885; SRR27965831	GCF_900380035.1	SRR27965831; ERR2528885	PRJNA991941; PRJEB25730	
NCPPB 1826	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Prunus domestica	UK	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161503	GCF_056725285.1	SRR29644173; SRR30040121	GCF_056725285.1	SRR29644173; SRR30040121	PRJNA1129555	
NCPPB 1827	present_in_both	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas	current_xanthomonas	Rhynchosia memnonia	Sudan	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42180188		SRR29655371; SRR30037966		SRR29655371; SRR30037966	PRJNA1130015	
NCPPB 1828	present_in_both	Xanthomonas euvesicatoria pv. euphorbiae (Sabet et al.1969) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Euphorbia acalyphoides	Sudan	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988977	GCF_019201425.1	SRR15305420				SAMN19988977
NCPPB 1829	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Jatropha curcas	Sudan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1830	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	Saccharum officinarum	Hawaii	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1832	present_in_both	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Musa sp	New Zealand	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN02903333	GCF_000724925.1	SRR1515238	GCF_000724925.1	SRR1515238	PRJNA254393	
NCPPB 1833	present_in_both	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Anthurium sp.	Brazil	3	3	1	5	4	12	3	1	4	0	yes	confirmed_sequence_available	chromosome_level_assembly_available	assembly_available_qc_required	no	SAMN18440024; SAMN04481176; SAMN02903992	GCF_001402235.1; GCF_001564415.1; GCF_017746675.1	SRR1509933	GCF_017746675.1; GCF_001564415.1; GCF_001402235.1	SRR1509933	PRJNA716613; PRJNA232101; PRJNA254465	
NCPPB 1834	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta.(cassava)	Unknown	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1836	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Secale cereale	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1837	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas	current_xanthomonas	Phleum pratense	USA	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN18876900	GCF_021919185.1		GCF_021919185.1		PRJNA720632	
NCPPB 1838	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Vigna sinensis (cowpea cv. China Red)	USA	2	2	2	4	4	10	1	0	1	7	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	yes	SAMN40354538; SAMN07252091	GCF_002218265.1; GCF_040202945.2	SRR28281415; SRR30293569	GCF_002218265.1		PRJNA390892	SAMN40354538
NCPPB 1839	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1841	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa.	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1925	present_in_both	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Begonia sp.	Denmark	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1929	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Brassica sp.	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1930	present_in_both	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	Xanthomonas	current_xanthomonas	Armoracia lapathifolia	New Zealand	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1932	present_in_both	Xanthomonas campestris pv. guizotiae (Yirgou 1964) Dye 1978	Xanthomonas	current_xanthomonas	Guizotia abyssinica	Ethiopia	1	0	2	1	2	4	0	0	0	4	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN56511365		SRR37629060; SRR37789877				SAMN56511365
NCPPB 1933	present_in_both	Xanthomonas campestris pv. guizotiae (Yirgou 1964) Dye 1978	Xanthomonas	current_xanthomonas	Guizotia abyssinica	Ethiopia	1	0	2	1	2	4	0	0	0	4	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN56511366		SRR37629093; SRR37789910				SAMN56511366
NCPPB 1934	present_in_both	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	Xanthomonas	current_xanthomonas	Matthiola incana	USA	0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 1935	present_in_both	Xanthomonas campestris pv. nigromaculans (Takimoto 1927) Dye 1978	Xanthomonas	current_xanthomonas	Unknown	Japan	2	2	1	3	3	8	2	1	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN22555463; SAMEA14107389	GCA_020783725.1; GCA_938743425.1	SRR22272564	GCA_020783725.1; GCA_938743425.1	SRR22272564	PRJNA774146; PRJEB38814	
NCPPB 1936	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1938	present_in_both	Xanthomonas campestris pv. plantaginis (Thornberry & Anderson 1937) Dye 1978	Xanthomonas	current_xanthomonas	Plantago lanceolata	Australia	0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 1939	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Euphorbia pulcherrima	USA	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42178461	GCF_041484315.1	SRR29654626; SRR30037951	GCF_041484315.1	SRR29654626; SRR30037951	PRJNA1129913	
NCPPB 1942	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas		Kenya	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1943	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Hordeum vulgare	USA	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN05258070	GCF_001707115.1	SRR5110836	GCF_001707115.1	SRR5110836	PRJNA326105	
NCPPB 1944	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Bromus inermis	USA	1	2	0	4	2	7	2	0	2	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN03246830	GCF_000807145.1; GCF_021903335.1		GCF_000807145.1; GCF_021903335.1		PRJNA268946; PRJNA720632	
NCPPB 1945	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Triticum aestivum	Canada	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1946	present_in_both	Xanthomonas campestris pv. raphani (White 1930) Dye 1978	Xanthomonas	current_xanthomonas	Raphanus sativus	USA	3	2	3	5	5	13	1	2	3	4	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	yes	SAMN36368324; SAMN22552835; SAMN17385960	GCA_035023745.1; GCF_020813075.1	SRR14648387; SRR25205305; SRR29823164	GCF_020813075.1	SRR29823164; SRR14648387	PRJNA774128; PRJNA693392	SAMN36368324
NCPPB 1974	present_in_both	Stenotrophomonas maltophilia (Hugh 1981) Palleroni and Bradbury 1993	Stenotrophomonas	reclassified_outside_xanthomonas	Cancer Patient		3	1	5	3	6	12	1	5	6	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMD00538104; SAMN05721779; SAMN01176238	GCF_001997185.1	SRR4114369; SRR5481499; SRR5481500; SRR5481501; SRR5481502	GCF_001997185.1	SRR4114369; SRR5481499; SRR5481500; SRR5481501; SRR5481502	PRJNA341407	
NCPPB 1975	present_in_both	Stenotrophomonas maltophilia (Hugh 1981) Palleroni and Bradbury 1993	Stenotrophomonas	reclassified_outside_xanthomonas			0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 1981	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Pyrus communis	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2005	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Ensete ventricosum	Ethiopia	3	2	3	4	5	12	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN49535419; SAMN02471727; SAMN00860199	GCF_000277875.1; GCF_055597945.1	SRR34103842; SRR34105450; SRR489154	GCF_055597945.1; GCF_000277875.1	SRR34103842; SRR34105450; SRR489154	PRJNA1280879; PRJNA73875	
NCPPB 2011	present_in_both	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Hedera helix	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2016	present_in_both	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Hedera helix	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2031	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Brassica oleracea var. capitata	South Africa	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2044	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Physalis peruviana	Australia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2057	present_in_both	Xanthomonas euvesicatoria pv. heliotropii (Sabet et al.1969) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Heliotropium sudanicum	Sudan	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988978	GCF_019201405.1	SRR15305419				SAMN19988978
NCPPB 2058	present_in_both	Xanthomonas citri pv. vignaeradiatae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas	current_xanthomonas	Vigna radiata	Sudan	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42278565		SRR29692762		SRR29692762	PRJNA742925	
NCPPB 2059	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Vigna pubigera	Sudan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2060	present_in_both	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas	current_xanthomonas	Rhynchosia memnonia	Sudan	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN42180189	GCF_053571485.1	SRR29655370; SRR30037968	GCF_053571485.1	SRR29655370; SRR30037968	PRJNA1130015	
NCPPB 2061	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Vigna unguiculata	Sudan	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN07251989	GCF_002218285.1		GCF_002218285.1		PRJNA390890	
NCPPB 2062	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Medicago sativa	Sudan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2063	present_in_both	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Cajanus cajan	Sudan	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42284474	GCF_041475655.1	SRR29694808; SRR30037370	GCF_041475655.1	SRR29694808; SRR30037370	PRJNA1131453	
NCPPB 2064	present_in_both	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	Xanthomonas	current_xanthomonas	Dolichos lablab	Sudan	2	1	3	4	4	10	1	3	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN56511367; SAMN03142816	GCF_000786995.1	SRR2051463; SRR37629092; SRR37789909	GCF_000786995.1	SRR37629092; SRR37789909; SRR2051463	PRJNA1437458; PRJNA264816	
NCPPB 2066	present_in_both	Xanthomonas axonopodis pv. phyllanthi (Sabet et al. 1969) Vauterin et al 1995	Xanthomonas	current_xanthomonas	Phyllanthus niruri	Sudan	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42278573	GCF_041464105.1	SRR29692753	GCF_041464105.1	SRR29692753	PRJNA742925	
NCPPB 2067	present_in_both	Xanthomonas euvesicatoria pv. euphorbiae (Sabet et al.1969) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Euphorbia acalyphoides	Sudan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2095	present_in_both	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Hyacinthus orientalis	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2097	present_in_both	Xanthomonas euvesicatoria pv. vernoniae (Patel et al. 1968) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Vernonia cinerea (Cyanthillium cinereum)		0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2099	present_in_both	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas	current_xanthomonas	Zantadeschia aethiopica	South Africa	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2147	present_in_both	Pseudomonas sp. Migula 1894	Pseudomonas	reclassified_outside_xanthomonas	Asparagus officinalis	E. Germany	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2181	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Dactylis glomerata	Japan	1	0	0	0	0	1	0	0	0	0	yes	confirmed_biosample_metadata_only	biosample_metadata_only_no_linked_sequence	confirmed_biosample_metadata_only	no	SAMD00537715						
NCPPB 2182	present_in_both	Xanthomonas campestris pv. gummisudans (McCulloch 1924) Dye 1978	Xanthomonas	current_xanthomonas	Gladiolus sp.	Netherlands	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42488057		SRR29823101		SRR29823101	PRJNA742925	
