ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 2567	SAMN10290145	10290145	other_references	expected_genus:Xanthomonas	Xanthomonas cucurbitae	56453	ATCC 23378	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10290145
NCPPB 528	SAMN02603845	2603845	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris str. ATCC 33913	190485	ATCC 33913	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02603845
NCPPB 422	SAMN02471773	2471773	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria ATCC 35937	925775	ATCC 35937	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02471773
NCPPB 3002	SAMN02440720	2440720	other_references	expected_genus:Xanthomonas	Xanthomonas oryzae ATCC 35933	1313303	ATCC 35933	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02440720
NCPPB 633	SAMN07418358	7418358	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040	CFBP 2530	collection_number	strong	culture_collection	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN07418358
NCPPB 1633	SAMN07252112	7252112	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. vignicola	473426	CFBP 7111	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN07252112
NCPPB 1838	SAMN07252091	7252091	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. vignicola	473426	CFBP 7112	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN07252091
NCPPB 2061	SAMN07251989	7251989	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. vignicola	473426	CFBP 7113	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN07251989
NCPPB 2969	SAMN37985479	37985479	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985479
NCPPB 2969	SAMN37985478	37985478	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985478
NCPPB 2969	SAMN37985477	37985477	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985477
NCPPB 2969	SAMN37985476	37985476	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985476
NCPPB 2969	SAMN37985475	37985475	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985475
NCPPB 2969	SAMN37985474	37985474	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985474
NCPPB 2969	SAMN37985473	37985473	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985473
NCPPB 2969	SAMN37985472	37985472	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985472
NCPPB 2969	SAMN37985471	37985471	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985471
NCPPB 2969	SAMN37985470	37985470	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985470
NCPPB 2969	SAMN37985469	37985469	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN37985469
NCPPB 2821	SAMN18753780	18753780	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. undulosa	487909	CFBP 2055	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18753780
NCPPB 2822	SAMN18753387	18753387	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. secalis	487908	CFBP 2539	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18753387
NCPPB 2700	SAMN03892232	3892232	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. graminis	134874	CFBP 2053	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03892232
NCPPB 1944	SAMN03246830	3246830	other_references	expected_genus:Xanthomonas	Xanthomonas cerealis pv. cerealis	152263	CFBP 2541	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03246830
NCPPB 490	SAMN41471108	41471108	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. mangiferaeindicae	454594	CFBP 1716	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN41471108
NCPPB 976	SAMN11047482	11047482	other_references	expected_genus:Xanthomonas	Xanthomonas axonopodis pv. vitians	487843	CFBP 2538	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN11047482
NCPPB 4753	SAMN08031359	8031359	other_references	expected_genus:Xanthomonas	Xanthomonas prunicola	2053930	CFBP 8353	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08031359
NCPPB 409	SAMN13783182	13783182	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	CFBP 2525	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN13783182
NCPPB 554	SAMN02469936	2469936	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. glycines CFBP 2526	1365648	CFBP 2526	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02469936
NCPPB 633	SAMN22082069	22082069	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040	CFBP 2530	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22082069
NCPPB 2985	SAMN24251549	24251549	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. pelargonii	453602	CFBP 2533	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN24251549
NCPPB 2985	SAMN09704270	9704270	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. pelargonii	453602	CFBP 2533	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704270
NCPPB 4356	SAMN24251551	24251551	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. cynarae	2754057	CFBP 4188	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN24251551
NCPPB 554	SAMN18397212	18397212	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. glycines CFBP 2526	1365648	CFBP 2526	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18397212
NCPPB 3658	SAMN02469937	2469937	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. glycines CFBP 7119	1365649	CFBP 7119	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02469937
NCPPB 381	SAMN06829306	6829306	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. phaseoli var. fuscans	473423	CFBP 6165	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN06829306
NCPPB 4356	SAMN05560222	5560222	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. cynarae	2754057	CFBP 4188	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560222
NCPPB 599	SAMN12660098	12660098	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455	CFBP 1156	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN12660098
NCPPB 4755	SAMN08032457	8032457	other_references	expected_genus:Xanthomonas	Xanthomonas prunicola	2053930	CFBP 8355	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08032457
NCPPB 4754	SAMN08031988	8031988	other_references	expected_genus:Xanthomonas	Xanthomonas prunicola	2053930	CFBP 8354	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08031988
NCPPB 2417	SAMN05560344	5560344	other_references	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	CFBP 2543	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560344
NCPPB 599	SAMN05560286	5560286	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455	CFBP 1156	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560286
NCPPB 4446	SAMN05560230	5560230	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	CFBP 7245	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560230
NCPPB 2597	SAMN05560221	5560221	other_references	expected_genus:Xanthomonas	Xanthomonas cucurbitae	56453	CFBP 2542	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560221
NCPPB 2969	SAMN05526486	5526486	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05526486
NCPPB 411	SAMN03352151	3352151	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. juglandis	195709	CFBP 2528	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03352151
NCPPB 4355	SAMN02646549	2646549	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. allii CFBP 6369	1437449	CFBP 6369	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02646549
NCPPB 2959	SAMN05560300	5560300	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414	CFBP 1817	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560300
NCPPB 3003	SAMN05559875	5559875	other_references	expected_genus:Xanthomonas	Xanthomonas axonopodis pv. begoniae	473403	CFBP 2524	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05559875
NCPPB 935	SAMN05559866	5559866	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. corylina	487821	CFBP 1159	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05559866
NCPPB 1585	SAMN03612252	3612252	other_references	expected_genus:Xanthomonas	Xanthomonas oryzae pv. oryzicola	129394	CFBP 2286	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03612252
NCPPB 4676	SAMEA4722873	9576249	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. juglandis	195709	CPBF 1521	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722873
NCPPB 4675	SAMEA7742038	17701744	other_references	expected_genus:Xanthomonas	Xanthomonas euroxanthea	2259622	CPBF 424	collection_number	strong	sample_name	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7742038
NCPPB 1974	SAMN01176238	1176238	other_references	expected_genus:Stenotrophomonas	Stenotrophomonas maltophilia	40324	DSM 50170	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN01176238
NCPPB 762	SAMN02894433	2894433	other_references	expected_genus:Xanthomonas	Xanthomonas pisi DSM 18956	1440766	DSM 18956	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02894433
NCPPB 973	SAMEA2271958	2483652	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. translucens DSM 18974	1261556	DSM 18974	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2271958
NCPPB 973	SAMEA4358958	5462680	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. translucens DSM 18974	1261556	DSM 18974	collection_number	strong	title	unstructured_exact_identifier	unstructured_exact_identifier_only	same_name	yes	no	yes	review	exact_identifier_only_in_title		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4358958
NCPPB 599	SAMN02894432	2894432	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi DSM 19077	1440765	DSM 19077	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02894432
NCPPB 4321	SAMN14837221	14837221	other_references	expected_genus:Xanthomonas	Xanthomonas perforans	442694	DSM 18975	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN14837221
NCPPB 4692	SAMEA7356589	18051091	other_references	expected_genus:Xanthomonas	Xanthomonas hydrangeae	2775159	GBBC 2123	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356589
NCPPB 4693	SAMEA7356591	18051124	other_references	expected_genus:Xanthomonas	Xanthomonas hydrangeae	2775159	GBBC 2199	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356591
NCPPB 973	SAMN43281667	43281667	other_references	expected_genus:Xanthomonas	Xanthomonas translucens	343	ICMP 5752	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281667
NCPPB 4403	SAMN43282785	43282785	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040	ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282785
NCPPB 4449	SAMN21172023	21172023	other_references	expected_genus:Xanthomonas	Xanthomonas cerealis pv. cerealis	152263	ICMP 16317	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN21172023
NCPPB 4403	SAMN43281686	43281686	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040	ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281686
NCPPB 2959	SAMN43284582	43284582	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414	ICMP 5816	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284582
NCPPB 939	SAMN43284563	43284563	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454	ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284563
NCPPB 1469	SAMN43284562	43284562	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284562
NCPPB 4446	SAMN43282364	43282364	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282364
NCPPB 1469	SAMN43282235	43282235	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282235
NCPPB 1469	SAMN43282231	43282231	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282231
NCPPB 1469	SAMN43282199	43282199	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282199
NCPPB 599	SAMN43282147	43282147	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455	ICMP 189	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282147
NCPPB 4446	SAMN43282128	43282128	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282128
NCPPB 939	SAMN43281910	43281910	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454	ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281910
NCPPB 4446	SAMN43281663	43281663	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281663
NCPPB 1063	SAMN26561900	26561900	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	ICMP 5747	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN26561900
NCPPB 4350	SAMD00253079	16434933	other_references	expected_genus:Xanthomonas	Xanthomonas codiaei	56463	ICMP 9513	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253079
NCPPB 2959	SAMD00253073	16434927	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414	ICMP 5816	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253073
NCPPB 973	SAMD00253072	16434926	other_references	expected_genus:Xanthomonas	Xanthomonas translucens	343	ICMP 5752	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253072
NCPPB 1469	SAMD00253071	16434925	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253071
NCPPB 762	SAMD00253068	16434922	other_references	expected_genus:Xanthomonas	Xanthomonas pisi	56457	ICMP 570	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253068
NCPPB 939	SAMD00253066	16434920	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454	ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253066
NCPPB 4403	SAMD00253057	16434911	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040	ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253057
NCPPB 599	SAMD00253046	16434900	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455	ICMP 189	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253046
NCPPB 4356	SAMD00253043	16434897	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. cynarae	2754057	ICMP 16775	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253043
NCPPB 3236	SAMD00253039	16434893	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. aurantifolii	76802	ICMP 15806	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253039
NCPPB 4446	SAMD00253031	16434885	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253031
NCPPB 416	SAMN00188641	188641	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. pruni	69929	ICMP 51	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00188641
NCPPB 4376	SAMEA114332027	37784323	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. citrumelonis	189396	LMG 9325	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332027
NCPPB 3229	SAMN19468000	19468000	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. arrhenatheri	320326	LMG 727	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19468000
NCPPB 3231	SAMN19467924	19467924	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906	LMG 730	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19467924
NCPPB 3230	SAMN19467923	19467923	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. poae	227946	LMG 728	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19467923
NCPPB 1837	SAMN18876900	18876900	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906	LMG 843	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18876900
NCPPB 2700	SAMN18876882	18876882	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. graminis	134874	LMG 726	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18876882
