ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 2699	present_in_both	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	This isolate was isolated by T. Egli 705	This isolate was isolated by T. Egli 705	no	no
NCPPB 2700	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	no	no
NCPPB 2701	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	This isolate was isolated by T. Egli 707	This isolate was isolated by T. Egli 707	no	no
NCPPB 2817	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	The donor reference is 4081	The donor reference is 4081	no	no
NCPPB 2819	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	The donor reference is 4230	The donor reference is 4230	no	no
NCPPB 2820	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	The donor reference is 5262	The donor reference is 5262	no	no
NCPPB 2821	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	no	no
NCPPB 2822	present_in_both	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	no	no
NCPPB 2825	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	The donor reference is 5670	The donor reference is 5670	no	no
NCPPB 2826	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	The donor reference is 5673	The donor reference is 5673	no	no
NCPPB 2827	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	The donor reference is 5690	The donor reference is 5690	no	no
NCPPB 2828	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	The donor reference is 5777	The donor reference is 5777	no	no
NCPPB 2829	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	The donor reference is 5781	The donor reference is 5781	no	no
NCPPB 2831	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	The donor reference is 5897	The donor reference is 5897	no	no
NCPPB 2832	present_in_both	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis	no	no
NCPPB 2834	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 33 The source of this isolate was ex S.J. Brown	The donor reference is UKP 33 The source of this isolate was ex S.J. Brown	no	no
NCPPB 2835	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 37 The source of this isolate was ex S.J. Brown	The donor reference is UKP 37 The source of this isolate was ex S.J. Brown	no	no
NCPPB 2836	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.			no	no
NCPPB 2837	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 783 This isolate was isolated by ex D.L. Ebbels	The donor reference is UKP 783 This isolate was isolated by ex D.L. Ebbels	no	no
NCPPB 2838	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 765 This isolate was isolated by ex D.L. Ebbels	The donor reference is UKP 765 This isolate was isolated by ex D.L. Ebbels	no	no
NCPPB 2839	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 784 This isolate was isolated by ex D.L. Ebbels	The donor reference is UKP 784 This isolate was isolated by ex D.L. Ebbels	no	no
NCPPB 2840	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is UKP 852	The donor reference is UKP 852	no	no
NCPPB 2856	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by F.W. Catton C798	This isolate was isolated by F.W. Catton C798	no	no
NCPPB 2857	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	This isolate was isolated by W.F. Catton C799	This isolate was isolated by W.F. Catton C799	no	no
NCPPB 2859	present_in_both	Stenotrophomonas sp.	Stenotrophomonas sp.	The source of this isolate was ex D. Massfeller ex R. Hazneci	The source of this isolate was ex D. Massfeller ex R. Hazneci	no	no
NCPPB 2864	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by F.W. Catton 211/75/2	This isolate was isolated by F.W. Catton 211/75/2	no	no
NCPPB 2865	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by F.W. Catton 212/75/1	This isolate was isolated by F.W. Catton 212/75/1	no	no
NCPPB 2866	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by F.W. Catton 212/75/6	This isolate was isolated by F.W. Catton 212/75/6	no	no
NCPPB 2876	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	This isolate was isolated by V. Severin XC7	This isolate was isolated by V. Severin XC7	no	no
NCPPB 2877	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	no	no
NCPPB 2879	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	This isolate was isolated by V. Severin XC12	This isolate was isolated by V. Severin XC12	no	no
NCPPB 2885	present_in_both	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	This isolate was isolated by ex J.G. Luisetti G21.5	This isolate was isolated by ex J.G. Luisetti G21.5	no	no
NCPPB 2894	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	This isolate was isolated by M.L. Moffett 0238	This isolate was isolated by M.L. Moffett 0238	no	no
NCPPB 2896	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	The donor reference is 164/7	The donor reference is 164/7	no	no
NCPPB 2898	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A	no	no
NCPPB 2904	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	This isolate was isolated by P. Roberts A736	This isolate was isolated by P. Roberts A736	no	no
NCPPB 2910	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186	no	no
NCPPB 2914	present_in_both	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	The donor reference is B5300 The source of this isolate was ex D. Norse 507	The donor reference is B5300 The source of this isolate was ex D. Norse 507	no	no
NCPPB 2918	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is BS469 This isolate was isolated by J.F. Bradbury BS469	The donor reference is BS469 This isolate was isolated by J.F. Bradbury BS469	no	no
NCPPB 2919	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972	no	no
NCPPB 2920	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B5562	This isolate was isolated by J.F. Bradbury B5562	no	no
NCPPB 2921	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60	no	no
NCPPB 2922	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B5577 This isolate was isolated by J.F. Bradbury	The donor reference is B5577 This isolate was isolated by J.F. Bradbury	no	no
NCPPB 2925	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI	The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI	no	no
NCPPB 2927	present_in_both	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B5632	This isolate was isolated by J.F. Bradbury B5632	no	no
NCPPB 2928	present_in_both	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318	no	no
NCPPB 2930	present_in_both	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223	no	no
NCPPB 2931	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	This isolate was isolated by J.F. Bradbury B5830	This isolate was isolated by J.F. Bradbury B5830	no	no
NCPPB 2932	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana	The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana	no	no
NCPPB 2933	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132	The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132	no	no
NCPPB 2934	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B6141 This isolate was isolated by ex P.S. Shekhawat XWl	The donor reference is B6141 This isolate was isolated by ex P.S. Shekhawat XWl	no	no
NCPPB 2935	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	The donor reference is B6144 This isolate was isolated by ex P.S. Shekhawat D42	The donor reference is B6144 This isolate was isolated by ex P.S. Shekhawat D42	no	no
NCPPB 2936	present_in_both	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	The donor reference is B 6149 This isolate was isolated by ex P.S. Shekhawat XA1	The donor reference is B 6149 This isolate was isolated by ex P.S. Shekhawat XA1	no	no
NCPPB 2938	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	The donor reference is B6617 This isolate was isolated by ex Hasanuddin	The donor reference is B6617 This isolate was isolated by ex Hasanuddin	no	no
NCPPB 2949	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	The donor reference is DAR 26146 This isolate was isolated by ex J. McGeghan The source of this isolate was ex N.S.W. Dept. of Agri.	The donor reference is DAR 26146 This isolate was isolated by ex J. McGeghan The source of this isolate was ex N.S.W. Dept. of Agri.	no	no
NCPPB 2953	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	The donor reference is Tri lb This isolate is also in the collections; ICPB XP228	The donor reference is Tri lb This isolate is also in the collections; ICPB XP228	no	no
NCPPB 2955	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	The donor reference is Bt3 This isolate is also in the collections; ICPB XP230	The donor reference is Bt3 This isolate is also in the collections; ICPB XP230	no	no
NCPPB 2959	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	The donor reference is Reg This isolate is also in the collections; ICMP 5816, ICPB XP231, ATCC 51165, CFBP 1817, LMG 5743	The donor reference is Reg This isolate is also in the collections; ICMP 5816, ICPB XP231, ATCC 51165, CFBP 1817, LMG 5743	no	no
NCPPB 2960	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	The donor reference is BII This isolate is also in the collections; ICPB XP232	The donor reference is BII This isolate is also in the collections; ICPB XP232	no	no
NCPPB 2963	present_in_both	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	The donor reference is S62b This isolate is also in the collections; ICPB XP235	The donor reference is S62b This isolate is also in the collections; ICPB XP235	no	no
NCPPB 2965	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is IBBF-105 This isolate was isolated by ex J.R. Neto	The donor reference is IBBF-105 This isolate was isolated by ex J.R. Neto	no	no
NCPPB 2967	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is IBBF-165 This isolate was isolated by ex A.G. Zagatto	The donor reference is IBBF-165 This isolate was isolated by ex A.G. Zagatto	no	no
NCPPB 2968	present_in_both	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ATCC 11633, DSM 19128, CFBP 6864, LMG 27970 This isolate was isolated by ex W.H. Burkholder XV25 The source of this isolate was ex D.W. Dye X12	This isolate is also in the collections; ATCC 11633, DSM 19128, CFBP 6864, LMG 27970 This isolate was isolated by ex W.H. Burkholder XV25 The source of this isolate was ex D.W. Dye X12	no	no
NCPPB 2969	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	This isolate is also in the collections; ATCC 33915, CFBP 2523, ICMP 196, LMG 494, DSMZ 3583 This isolate was isolated by ex D.W. Dye ZA6	This isolate is also in the collections; ATCC 33915, CFBP 2523, ICMP 196, LMG 494, DSMZ 3583 This isolate was isolated by ex D.W. Dye ZA6	no	no
NCPPB 2970	present_in_both	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	This isolate is also in the collections; ATCC 14179, ICMP 220, LMG 809 This isolate was isolated by ex M.K. Bryan 47 The source of this isolate was ex D.W. Dye ZI 2 ex ICPB XP5	This isolate is also in the collections; ATCC 14179, ICMP 220, LMG 809 This isolate was isolated by ex M.K. Bryan 47 The source of this isolate was ex D.W. Dye ZI 2 ex ICPB XP5	no	no
NCPPB 2973	present_in_both	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	This isolate is also in the collections; ATCC 11638, ICPB XC112, M.K. Patel 6, ICMP 358, LMG 675, CFBP 2973 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye YD2 ex W.H. Burkholder XC18	This isolate is also in the collections; ATCC 11638, ICPB XC112, M.K. Patel 6, ICMP 358, LMG 675, CFBP 2973 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye YD2 ex W.H. Burkholder XC18	no	no
NCPPB 2977	present_in_both	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ATCC 23577, LMG 872, ICMP 5852 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye WK2 ex M.J. Thirumalachar	This isolate is also in the collections; ATCC 23577, LMG 872, ICMP 5852 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye WK2 ex M.J. Thirumalachar	no	no
NCPPB 2978	present_in_both	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	This isolate is also in the collections; ICMP 2372, LMG 9059 The source of this isolate was ex D.W. Dye VNI ex J.J. Joubert Arum 3	This isolate is also in the collections; ICMP 2372, LMG 9059 The source of this isolate was ex D.W. Dye VNI ex J.J. Joubert Arum 3	no	no
NCPPB 2982	present_in_both	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	This isolate is also in the collections; ICMP 8561, LMG 2167, ATCC 33616, CFBP 2432 This isolate was isolated by ex M. Goto PC1	This isolate is also in the collections; ICMP 8561, LMG 2167, ATCC 33616, CFBP 2432 This isolate was isolated by ex M. Goto PC1	no	no
NCPPB 2983	present_in_both	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	This isolate is also in the collections; ICMP 4294, LMG 702 This isolate was isolated by ex M. Goto XPl	This isolate is also in the collections; ICMP 4294, LMG 702 This isolate was isolated by ex M. Goto XPl	no	no
NCPPB 2985	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	This isolate is also in the collections; CFBP 2533, ICMP 4321, LMG 7314 The source of this isolate was ex D.W. Dye ZJ12 ex W.J. Kemp 41	This isolate is also in the collections; CFBP 2533, ICMP 4321, LMG 7314 The source of this isolate was ex D.W. Dye ZJ12 ex W.J. Kemp 41	no	no
NCPPB 2986	present_in_both	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	This isolate is also in the collections; ICMP 4805, LMG 9037 This isolate was isolated by ex M.L. Moffett 0406	This isolate is also in the collections; ICMP 4805, LMG 9037 This isolate was isolated by ex M.L. Moffett 0406	no	no
NCPPB 2987	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	This isolate is also in the collections; ICPB XP 237 This isolate was isolated by ex D.A. Burdekin	This isolate is also in the collections; ICPB XP 237 This isolate was isolated by ex D.A. Burdekin	no	no
NCPPB 2997	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	This isolate was isolated by ex R.G. Orellana 14	This isolate was isolated by ex R.G. Orellana 14	no	no
NCPPB 2998	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	This isolate was isolated by ex R.G. Orellana 19	This isolate was isolated by ex R.G. Orellana 19	no	no
NCPPB 3002	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	This isolate is also in the collections; ATCC 35933, ICMP 3125, LMG 5047, CFBP 2532 This isolate was isolated by ex Y.P. Rao	This isolate is also in the collections; ATCC 35933, ICMP 3125, LMG 5047, CFBP 2532 This isolate was isolated by ex Y.P. Rao	no	no
NCPPB 3003	present_in_both	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	This isolate is also in the collections; ICPB XB110, NZRCC 10031, CFBP 2524, ICMP 194, ATCC 49082, LMG 7303 This isolate was isolated by ex D.W. Dye Z4	This isolate is also in the collections; ICPB XB110, NZRCC 10031, CFBP 2524, ICMP 194, ATCC 49082, LMG 7303 This isolate was isolated by ex D.W. Dye Z4	no	no
NCPPB 3005	present_in_both	Xanthomonas marantae Zagatto & Pereira 1963	Xanthomonas marantae Zagatto & Pereira 1963	This isolate was isolated by ex C.F. Robbs IBSP XM1	This isolate was isolated by ex C.F. Robbs IBSP XM1	no	no
NCPPB 3020	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	The donor reference is 426 & 427	The donor reference is 426 & 427	no	no
NCPPB 3022	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	This isolate was isolated by J.C. Lozano CIAT 1185	This isolate was isolated by J.C. Lozano CIAT 1185	no	no
NCPPB 3024	present_in_both	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	This isolate was isolated by D.L. Strider NC334	This isolate was isolated by D.L. Strider NC334	no	no
NCPPB 3026	present_in_both	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	This isolate was isolated by S. Grasso 3	This isolate was isolated by S. Grasso 3	no	no
NCPPB 3027	present_in_both	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	This isolate was isolated by S. Grasso 6	This isolate was isolated by S. Grasso 6	no	no
NCPPB 3028	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	This isolate was isolated by J.R. Neto X-84	This isolate was isolated by J.R. Neto X-84	no	no
NCPPB 3035	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; CFBP 2534, ICMP 5834, ATCC 9563, The source of this isolate was ex ATCC 9563 ex W.H. Burkholder XP20	This isolate is also in the collections; CFBP 2534, ICMP 5834, ATCC 9563, The source of this isolate was ex ATCC 9563 ex W.H. Burkholder XP20	no	no
NCPPB 3040	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	This isolate was isolated by J.E. Sellwood A895	This isolate was isolated by J.E. Sellwood A895	no	no
NCPPB 3041	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	This isolate was isolated by P. Roberts A905	This isolate was isolated by P. Roberts A905	no	no
NCPPB 3058	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.			no	no
NCPPB 3059	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	This isolate was isolated by H. Maraite Z291	This isolate was isolated by H. Maraite Z291	no	no
