ncppb_number	clause_order	clause_type	raw_clause	raw_value	text_start	text_end	html_start	html_end	parse_status	risk_level	review_reason	source_snapshot_sha256
NCPPB 3231	2	collection_list	This isolate is also in the collections; ICMP 7725, LMG 730, CFBP 2062, ATCC 33805	ICMP 7725, LMG 730, CFBP 2062, ATCC 33805	30	112	1826379	1826462	parsed	low		
NCPPB 3231	3	isolated_by	This isolate was isolated by ex D. Schmidt Xg 135	ex D. Schmidt Xg 135	113	162	1826466	1826516	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3232	1	donor_reference	The donor reference is XC59	XC59	0	27	1830010	1830066	parsed	medium		
NCPPB 3232	2	isolated_by	This isolate was isolated by ex V. Rossetti IBSP-164	ex V. Rossetti IBSP-164	28	80	1830070	1830123	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3233	1	donor_reference	The donor reference is XC70	XC70	0	27	1833570	1833626	parsed	medium		
NCPPB 3233	2	collection_list	This isolate is also in the collections; LMG 9181, CIVEROLO XC70	LMG 9181, CIVEROLO XC70	28	92	1833630	1833695	parsed	low		
NCPPB 3233	3	isolated_by	This isolate was isolated by ex V. Rossetti	ex V. Rossetti	93	136	1833699	1833743	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3233	4	source_of_isolate	The source of this isolate was ex J.W. Miller IBSF 512 'C' type 1	ex J.W. Miller IBSF 512 'C' type 1	137	202	1833747	1833813	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3234	1	donor_reference	The donor reference is XC62	XC62	0	27	1837224	1837280	parsed	medium		
NCPPB 3234	2	isolated_by	This isolate was isolated by ex M. Koizumi 6501S	ex M. Koizumi 6501S	28	76	1837284	1837333	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3235	1	donor_reference	The donor reference is XC63	XC63	0	27	1840751	1840807	parsed	medium		
NCPPB 3235	2	isolated_by	This isolate was isolated by ex M. Koizumi 7801	ex M. Koizumi 7801	28	75	1840811	1840859	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3236	1	donor_reference	The donor reference is XC64	XC64	0	27	1844371	1844427	parsed	medium		
NCPPB 3236	2	collection_list	This isolate is also in the collections; ICMP 15806, LMG 9179, CFBP 2901, CIVEROLO XC64	ICMP 15806, LMG 9179, CFBP 2901, CIVEROLO XC64	28	115	1844431	1844519	parsed	low		
NCPPB 3236	3	source_of_isolate	The source of this isolate was ex M. Goto B-4	ex M. Goto B-4	116	161	1844523	1844569	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3237	1	donor_reference	The donor reference is XC69	XC69	0	27	1848009	1848065	parsed	medium		
NCPPB 3237	2	source_of_isolate	The source of this isolate was ex J.W. Miller XCll 'B' type 4	ex J.W. Miller XCll 'B' type 4	28	89	1848069	1848131	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3240	1	isolated_by	This isolate was isolated by M. Lopez 42-11	M. Lopez 42-11	0	43	1850815	1850887	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3241	1	isolated_by	This isolate was isolated by M. Lopez 67-2a	M. Lopez 67-2a	0	43	1853737	1853809	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3242	1	isolated_by	This isolate was isolated by J.D. Janse PD28	J.D. Janse PD28	0	44	1856969	1857042	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3245	1	isolated_by	This isolate was isolated by ex S.R. Basnyat;	ex S.R. Basnyat;	0	45	1859431	1859505	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3245	2	source_of_isolate	The source of this isolate was ex ITCC P32	ex ITCC P32	46	88	1859509	1859552	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3290	1	isolated_by	This isolate was isolated by M. Pesti 0103	M. Pesti 0103	0	42	1862260	1862331	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3292	1	isolated_by	This isolate was isolated by M. Pesti 0105	M. Pesti 0105	0	42	1867775	1867846	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3301	1	donor_reference	The donor reference is PX061	PX061	0	28	1871033	1871090	parsed	medium		
NCPPB 3301	2	source_of_isolate	The source of this isolate was ex T.W. Mew PX061	ex T.W. Mew PX061	29	77	1871094	1871143	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3303	1	donor_reference	The donor reference is PX079	PX079	0	28	1874329	1874386	parsed	medium		
NCPPB 3303	2	source_of_isolate	The source of this isolate was ex T.W. Mew	ex T.W. Mew	29	71	1874390	1874433	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3304	1	donor_reference	The donor reference is PXO86	PXO86	0	28	1877619	1877676	parsed	medium		
NCPPB 3304	2	source_of_isolate	The source of this isolate was ex T.W. Mew	ex T.W. Mew	29	71	1877680	1877723	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3311	1	source_of_isolate	The source of this isolate was .	.	0	32	1880407	1880468	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3312	1	donor_reference	The donor reference is 100	100	0	26	1882914	1882969	parsed	medium		
NCPPB 3313	1	isolated_by	This isolate was isolated by M. Pesti 0102	M. Pesti 0102	0	42	1885678	1885749	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3314	1	donor_reference	The donor reference is 109	109	0	26	1888196	1888251	parsed	medium		
NCPPB 3315	1	donor_reference	The donor reference is 100	100	0	26	1890698	1890753	parsed	medium		
NCPPB 3329	1	donor_reference	The donor reference is A2087B	A2087B	0	29	1893924	1893982	parsed	medium		
NCPPB 3329	2	isolated_by	This isolate was isolated by ex M. Fenton 3315 lB	ex M. Fenton 3315 lB	30	79	1893986	1894036	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3330	1	donor_reference	The donor reference is A2087C	A2087C	0	29	1897207	1897265	parsed	medium		
NCPPB 3330	2	isolated_by	This isolate was isolated by ex M. Fenton 3315 lC	ex M. Fenton 3315 lC	30	79	1897269	1897319	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3361	1	donor_reference	The donor reference is OS-901	OS-901	0	29	1900762	1900820	parsed	medium		
NCPPB 3363	1	donor_reference	The donor reference is OS-14	OS-14	0	28	1904001	1904058	parsed	medium		
NCPPB 3380	1	isolated_by	This isolate was isolated by D. Stead A2192	D. Stead A2192	0	43	1907314	1907386	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3381	1	isolated_by	This isolate was isolated by J.E. Sellwood A2222	J.E. Sellwood A2222	0	48	1910554	1910631	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3382	1	isolated_by	This isolate was isolated by J.E. Sellwood A2184	J.E. Sellwood A2184	0	48	1913793	1913870	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3426	1	source_of_isolate	The source of this isolate was ex M. de Kam 90	ex M. de Kam 90	0	46	1917253	1917328	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3434	1	collection_list	This isolate is also in the collections; ICMP 8682, LMG 8670, NETO 68	ICMP 8682, LMG 8670, NETO 68	0	69	1920450	1920548	parsed	low		
NCPPB 3434	2	isolated_by	This isolate was isolated by J.R. Neto IBSBF 68	J.R. Neto IBSBF 68	70	117	1920552	1920600	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3435	1	collection_list	This isolate is also in the collections; ICMP 8688, LMG 8673, NETO 250	ICMP 8688, LMG 8673, NETO 250	0	70	1923722	1923821	parsed	low		
NCPPB 3435	2	isolated_by	This isolate was isolated by J.R. Neto IBSBF 250	J.R. Neto IBSBF 250	71	119	1923825	1923874	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3437	1	collection_list	This isolate is also in the collections; ICMP 8046	ICMP 8046	0	50	1926274	1926353	parsed	low		
NCPPB 3438	1	collection_list	This isolate is also in the collections; ICMP 8045	ICMP 8045	0	50	1928753	1928832	parsed	low		
NCPPB 3438	2	isolated_by	This isolate was isolated by J.R. Neto IBSBF 444	J.R. Neto IBSBF 444	51	99	1928836	1928885	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3440	1	donor_reference	The donor reference is IBSBF 368	IBSBF 368	0	32	1932077	1932138	parsed	medium		
NCPPB 3440	2	collection_list	This isolate is also in the collections; ICMP 7499	ICMP 7499	33	83	1932142	1932193	parsed	low		
NCPPB 3440	3	isolated_by	This isolate was isolated by ex A. Takatsu UnB 46	ex A. Takatsu UnB 46	84	133	1932197	1932247	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3441	1	isolated_by	This isolate was isolated by J.R. Neto IBSBF 511	J.R. Neto IBSBF 511	0	48	1934826	1934903	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3442	1	donor_reference	The donor reference is IBSBF 506	IBSBF 506	0	32	1937482	1937543	parsed	medium		
NCPPB 3442	2	collection_list	This isolate is also in the collections; ICMP 8925	ICMP 8925	33	83	1937547	1937598	parsed	low		
NCPPB 3442	3	isolated_by	This isolate was isolated by ex C.F. Robbs ENA 3123	ex C.F. Robbs ENA 3123	84	135	1937602	1937654	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3443	1	donor_reference	The donor reference is IBSBF 505	IBSBF 505	0	32	1940262	1940323	parsed	medium		
NCPPB 3443	2	isolated_by	This isolate was isolated by ex C.F. Robbs ENA 3045	ex C.F. Robbs ENA 3045	33	84	1940327	1940379	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3456	1	isolated_by	This isolate was isolated by J. Nemeth M192;	J. Nemeth M192;	0	44	1943555	1943628	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3457	1	isolated_by	This isolate was isolated by J. Nemeth M21	J. Nemeth M21	0	42	1946804	1946875	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3479	1	isolated_by	This isolate was isolated by D.L. Tomlinson PNG11779	D.L. Tomlinson PNG11779	0	52	1949296	1949377	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3484	1	isolated_by	This isolate was isolated by M. Cugnsi 2	M. Cugnsi 2	0	40	1952230	1952299	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3559	1	donor_reference	The donor reference is 507	507	0	26	1954734	1954789	parsed	medium		
NCPPB 3560	1	donor_reference	The donor reference is IBSBF 575	IBSBF 575	0	32	1957491	1957552	parsed	medium		
NCPPB 3560	2	collection_list	This isolate is also in the collections; ICMP 9261	ICMP 9261	33	83	1957556	1957607	parsed	low		
NCPPB 3561	1	donor_reference	The donor reference is IBSBF 576	IBSBF 576	0	32	1960308	1960369	parsed	medium		
NCPPB 3562	1	isolated_by	This isolate was isolated by Ramesh Chand IIH-Xcc5	Ramesh Chand IIH-Xcc5	0	50	1963796	1963875	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3563	1	isolated_by	This isolate was isolated by Ramesh Chand IIH-Xcp1	Ramesh Chand IIH-Xcp1	0	50	1967045	1967124	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3566	1	donor_reference	The donor reference is IIHXCCRI	IIHXCCRI	0	31	1969816	1969876	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 3567	1	donor_reference	The donor reference is IIHXCCL	IIHXCCL	0	30	1972583	1972642	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 3568	1	donor_reference	The donor reference is IIHXCCCN	IIHXCCCN	0	31	1975030	1975090	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 3569	1	donor_reference	The donor reference is 1	1	0	24	1977948	1978001	parsed	medium		
NCPPB 3570	1	donor_reference	The donor reference is 2	2	0	24	1980868	1980921	parsed	medium		
NCPPB 3573	1	donor_reference	The donor reference is X2G2	X2G2	0	27	1984180	1984236	parsed	medium		
NCPPB 3582	1	isolated_by	This isolate was isolated by A.R. Chase X144	A.R. Chase X144	0	44	1987434	1987507	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3583	1	isolated_by	This isolate was isolated by A R. Chase X 154	A R. Chase X 154	0	45	1990606	1990680	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3586	1	collection_list	This isolate is also in the collections; CVCPB 1806, ICMP 9154, LMG 9055	CVCPB 1806, ICMP 9154, LMG 9055	0	72	1993121	1993222	parsed	low		
NCPPB 3586	2	isolated_by	This isolate was isolated by C.H. Zumoff L-212	C.H. Zumoff L-212	73	119	1993226	1993273	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3587	1	collection_list	This isolate is also in the collections; CVCPB 1696	CVCPB 1696	0	51	1995938	1996018	parsed	low		
NCPPB 3587	2	isolated_by	This isolate was isolated by C H. Zumoff LX105	C H. Zumoff LX105	52	98	1996022	1996069	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3588	1	donor_reference	The donor reference is X24	X24	0	26	1999236	1999291	parsed	medium		
NCPPB 3588	2	isolated_by	This isolate was isolated by ex D.D. Brunk PDD-659-82	ex D.D. Brunk PDD-659-82	27	80	1999295	1999349	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3589	1	donor_reference	The donor reference is X37	X37	0	26	2002517	2002572	parsed	medium		
NCPPB 3589	2	isolated_by	This isolate was isolated by ex J.W. Miller	ex J.W. Miller	27	70	2002576	2002620	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3592	1	donor_reference	The donor reference is A4102a	A4102a	0	29	2006015	2006073	parsed	medium		
NCPPB 3592	2	source_of_isolate	The source of this isolate was ex J. Cooper 2132A	ex J. Cooper 2132A	30	79	2006077	2006127	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3593	1	donor_reference	The donor reference is A4102b	A4102b	0	29	2009268	2009326	parsed	medium		
NCPPB 3593	2	source_of_isolate	The source of this isolate was ex J. Cooper 2132B	ex J. Cooper 2132B	30	79	2009330	2009380	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3595	1	isolated_by	This isolate was isolated by R. Kishun 11H XCP1	R. Kishun 11H XCP1	0	47	2012561	2012638	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3596	1	isolated_by	This isolate was isolated by R. Kishun 11HXCM1	R. Kishun 11HXCM1	0	46	2015367	2015442	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3607	1	isolated_by	This isolate was isolated by R. Chand IIH XCCI	R. Chand IIH XCCI	0	46	2018966	2019041	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3608	1	isolated_by	This isolate was isolated by R. Chand IIHXCC2	R. Chand IIHXCC2	0	45	2022591	2022665	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3609	1	isolated_by	This isolate was isolated by R. Chand IIHXCC4	R. Chand IIHXCC4	0	45	2026072	2026146	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3611	1	isolated_by	This isolate was isolated by R. Chand IIH Xcgla	R. Chand IIH Xcgla	0	47	2028831	2028907	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3612	1	donor_reference	The donor reference is IIH XCC7	IIH XCC7	0	31	2032400	2032460	parsed	medium		
NCPPB 3614	1	donor_reference	The donor reference is 11H XCVe1	11H XCVe1	0	32	2035145	2035206	parsed	medium		
NCPPB 3615	1	donor_reference	The donor reference is 11H XCC3	11H XCC3	0	31	2038723	2038783	parsed	medium		
NCPPB 3638	1	donor_reference	The donor reference is RCIIHXCP1	RCIIHXCP1	0	32	2041171	2041232	parsed	medium		
NCPPB 3638	2	isolated_by	This isolate was isolated by R. Chand	R. Chand	33	70	2041236	2041274	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3639	1	donor_reference	The donor reference is RCIIHXCP2	RCIIHXCP2	0	32	2043662	2043723	parsed	medium		
NCPPB 3639	2	isolated_by	This isolate was isolated by R. Chand	R. Chand	33	70	2043727	2043765	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3640	1	donor_reference	The donor reference is XCP3	XCP3	0	27	2046153	2046209	parsed	medium		
NCPPB 3640	2	isolated_by	This isolate was isolated by R. Chand	R. Chand	28	65	2046213	2046251	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3641	1	donor_reference	The donor reference is XCP4	XCP4	0	27	2048639	2048695	parsed	medium		
NCPPB 3641	2	isolated_by	This isolate was isolated by R. Chand	R. Chand	28	65	2048699	2048737	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3642	1	donor_reference	The donor reference is IIHXCg3	IIHXCg3	0	30	2051422	2051481	parsed	medium		
NCPPB 3642	2	isolated_by	This isolate was isolated by R. Chand	R. Chand	31	68	2051485	2051523	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3646	1	donor_reference	The donor reference is ISBF 272	ISBF 272	0	31	2054485	2054545	parsed	medium		
NCPPB 3646	2	source_of_isolate	The source of this isolate was ex O. Kimura ex J.C. Lozano CIAT 1164	ex O. Kimura ex J.C. Lozano CIAT 1164	32	100	2054549	2054618	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3647	1	donor_reference	The donor reference is ISBF 273	ISBF 273	0	31	2057579	2057639	parsed	medium		
NCPPB 3647	2	source_of_isolate	The source of this isolate was ex O. Kimura ex J.C. Lozano CIAT 1195	ex O. Kimura ex J.C. Lozano CIAT 1195	32	100	2057643	2057712	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 3651	1	donor_reference	The donor reference is ISBF 366	ISBF 366	0	31	2060903	2060963	parsed	medium		
NCPPB 3651	2	collection_list	This isolate is also in the collections; ICMP 7497	ICMP 7497	32	82	2060967	2061018	parsed	low		
NCPPB 3651	3	source_of_isolate	The source of this isolate was ex A. Takatsu UnB-45	ex A. Takatsu UnB-45	83	134	2061022	2061074	parsed	medium	person_or_source_text_not_automatically_an_identifier	
