ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 2898	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas corylina	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A	ICMP 7080	ICMP 7080; A 724A	ICMP 7080; A 724A	ICMP 7080	A 724A	no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2904	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens Jones et al. 1917	This isolate was isolated by P. Roberts A736		A 736	A 736		A 736	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2910	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186		B 5271; SCHNEIDER 1186	B 5271; SCHNEIDER 1186		B 5271; SCHNEIDER 1186	no	0						13	11	2	0		0		0		0		non_xanthomonas_organism:11; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	The donor reference is B5300 The source of this isolate was ex D. Norse 507		B 5300; NORSE 507	B 5300; NORSE 507		B 5300; NORSE 507	yes	2	SAMN42180190	Xanthomonas citri pv. rhynchosiae	Genome sequencing of Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov., NCPPB 2914	NCPPB 2914	ncppb_number	68	68	0	0		0		0		0		non_xanthomonas_organism:68	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2918	Xanthomonas sp. Dowson 1939		The donor reference is BS469 This isolate was isolated by J.F. Bradbury BS469		BS 469	BS 469			yes	2	SAMN57360828; SAMN22552833	Xanthomonas campestris	Microbe sample from Xanthomonas campestris	NCPPB 2918	ncppb_number	4	4	0	0		0		0		0		non_xanthomonas_organism:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2919	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972		B 5530; CBZII 5972	B 5530; CBZII 5972		B 5530	no	0						12	10	2	0		0		0		0		non_xanthomonas_organism:10; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2920	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens Jones et al. 1917	This isolate was isolated by J.F. Bradbury B5562		B 5562	B 5562		B 5562	no	0						8	7	1	0		0		0		0		non_xanthomonas_organism:7; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2921	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzicola Fang et al. 1957	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60		B 5566; PP 1312/60	B 5566; PP 1312/60		B 5566	no	0						14	12	2	0		0		0		0		non_xanthomonas_organism:12; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2922	Xanthomonas sp. Dowson 1939	Xanthomonas sp.	The donor reference is B5577 This isolate was isolated by J.F. Bradbury		B 5577	B 5577		B 5577	yes	2	SAMN43286070; SAMN42485110	Xanthomonas sp. NCPPB 2922; Xanthomonas	Genome sequencing of X. campestris NCPPB 2922 at Fera; Genome sequencing of Xanthomonas sp. NCPPB 2922	NCPPB 2922	ncppb_number	28	28	0	0		0		0		0		non_xanthomonas_organism:28	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2925	Xanthomonas sp. Dowson 1939		The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI		B 5582	B 5582		B 5582	no	0						22	21	1	0		0		0		0		non_xanthomonas_organism:21; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2927	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas juglandis	This isolate was isolated by J.F. Bradbury B5632		B 5632	B 5632		B 5632	no	0						25	24	1	0		0		0		0		non_xanthomonas_organism:24; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2928	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978		The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318		B 5643; N 318	B 5643; N 318		B 5643; N 318	no	0						113	112	1	0		0		0		0		non_xanthomonas_organism:112; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas holcicola Elliott 1930	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223		B 5806; PP 223	B 5806; PP 223		B 5806	no	0						26	26	0	0		0		0		0		non_xanthomonas_organism:26	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2931	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas glycines	This isolate was isolated by J.F. Bradbury B5830		B 5830	B 5830		B 5830	no	0						25	24	1	0		0		0		0		non_xanthomonas_organism:24; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023		The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana		B 5480	B 5480		B 5480	yes	1	SAMN19988982	Xanthomonas campestris pv. daturae	Microbe sample from Xanthomonas campestris pv. daturae	NCPPB 2932	ncppb_number	11	11	0	0		0		0		0		non_xanthomonas_organism:11	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2933	Xanthomonas sp. Dowson 1939		The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132		B 6132	B 6132		B 6132	yes	1	SAMN42161512	Xanthomonas sp. NCPPB 2933	Genome sequencing of Xanthomonas sp. NCPPB 2933	NCPPB 2933	ncppb_number	24	24	0	0		0		0		0		non_xanthomonas_organism:24	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2934	Xanthomonas sp. Dowson 1939		The donor reference is B6141 This isolate was isolated by ex P.S. Shekhawat XWl		B 6141	B 6141		B 6141	no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2935	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023		The donor reference is B6144 This isolate was isolated by ex P.S. Shekhawat D42		B 6144; D 42	B 6144; D 42		B 6144; D 42	no	0						120	119	1	0		0		0		0		non_xanthomonas_organism:119; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2936	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.		The donor reference is B 6149 This isolate was isolated by ex P.S. Shekhawat XA1		B 6149; XA 1	B 6149; XA 1		B 6149	no	0						88	87	1	0		0		0		0		non_xanthomonas_organism:87; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2938	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas glycines	The donor reference is B6617 This isolate was isolated by ex Hasanuddin		B 6617	B 6617		B 6617	no	0						11	10	1	0		0		0		0		non_xanthomonas_organism:10; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2949	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	The donor reference is DAR 26146 This isolate was isolated by ex J. McGeghan The source of this isolate was ex N.S.W. Dept. of Agri.		DAR 26146	DAR 26146			yes	1	SAMN39942673	Xanthomonas fragariae	Microbe sample from Xanthomonas fragariae	NCPPB 2949	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2953	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	The donor reference is Tri lb This isolate is also in the collections; ICPB XP228		ICPB XP228; XP 228	ICPB XP228; XP 228	ICPB XP228		no	0						45	43	2	0		0		0		0		non_xanthomonas_organism:43; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2955	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	The donor reference is Bt3 This isolate is also in the collections; ICPB XP230		ICPB XP230; BT 3; XP 230	ICPB XP230; BT 3; XP 230	ICPB XP230		no	0						163	161	2	0		0		0		0		non_xanthomonas_organism:161; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2959	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	The donor reference is Reg This isolate is also in the collections; ICMP 5816, ICPB XP231, ATCC 51165, CFBP 1817, LMG 5743	ICMP 5816; ATCC 51165; CFBP 1817; LMG 5743	ICMP 5816; ICPB XP231; ATCC 51165; CFBP 1817; LMG 5743; XP 231	ICMP 5816; ICPB XP231; ATCC 51165; CFBP 1817; LMG 5743; XP 231	ICMP 5816; ICPB XP231; ATCC 51165; CFBP 1817; LMG 5743		yes	4	SAMN43284582; SAMD00253073; SAMN05560300; SAMEA5613906	Xanthomonas populi	Microbe sample from Xanthomonas populi; strain ICMP 5816 of Xanthomonas populi; Microbe sample from Xanthomonas populi CFBP1817; LMG 5743	ICMP 5816; CFBP 1817; LMG 5743	other_reference_identifier	57	54	3	0		0		0		0		non_xanthomonas_organism:54; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2960	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	The donor reference is BII This isolate is also in the collections; ICPB XP232		ICPB XP232; XP 232	ICPB XP232; XP 232	ICPB XP232		no	0						102	100	2	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2963	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	The donor reference is S62b This isolate is also in the collections; ICPB XP235		ICPB XP235; S 62B; XP 235	ICPB XP235; S 62B; XP 235	ICPB XP235	S 62B	no	0						90	88	2	0		0		0		0		non_xanthomonas_organism:88; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2965	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946	The donor reference is IBBF-105 This isolate was isolated by ex J.R. Neto		IBBF 105	IBBF 105			no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2967	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946	The donor reference is IBBF-165 This isolate was isolated by ex A.G. Zagatto		IBBF 165	IBBF 165			no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2968	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	This isolate is also in the collections; ATCC 11633, DSM 19128, CFBP 6864, LMG 27970 This isolate was isolated by ex W.H. Burkholder XV25 The source of this isolate was ex D.W. Dye X12	ATCC 11633; DSM 19128; CFBP 6864; LMG 27970	ATCC 11633; DSM 19128; CFBP 6864; LMG 27970; XV 25; X 12	ATCC 11633; DSM 19128; CFBP 6864; LMG 27970; XV 25; X 12	ATCC 11633; DSM 19128; CFBP 6864; LMG 27970	X 12	yes	3	SAMN23026081; SAMN05003920; SAMN02903176	Xanthomonas euvesicatoria pv. euvesicatoria; Xanthomonas euvesicatoria	Microbe sample from Xanthomonas euvesicatoria pv. euvesicatoria; Microbe sample from Xanthomonas euvesicatoria	ATCC 11633; LMG 27970	other_reference_identifier	139	136	3	0		0		0		0		non_xanthomonas_organism:136; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2969	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	This isolate is also in the collections; ATCC 33915, CFBP 2523, ICMP 196, LMG 494, DSMZ 3583 This isolate was isolated by ex D.W. Dye ZA6	ATCC 33915; CFBP 2523; ICMP 196; LMG 494; DSMZ 3583	ATCC 33915; CFBP 2523; ICMP 196; LMG 494; DSMZ 3583; ZA 6	ATCC 33915; CFBP 2523; ICMP 196; LMG 494; DSMZ 3583; ZA 6	ATCC 33915; CFBP 2523; ICMP 196; LMG 494; DSMZ 3583		yes	17	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMEA6139367; SAMEA6139366; SAMEA6139365; SAMEA6139364; SAMEA6139363; SAMN05526486	Xanthomonas albilineans; Xanthomonas phage Bosa; Xanthomonas phage Suba; Xanthomonas phage Tenjo; Xanthomonas phage Tabio; Xanthomonas phage Sopo	Xal control, rep 1; Xal control, rep 2; Xal control, rep 3; Xal control, rep 4; Xal treated with volatile dimethyl disulfide (DMDS), rep 1; Xal treated with volatile dimethyl disulfide (DMDS), rep 2; Xal treated with volatile dimethyl disulfide (DMDS), rep 3; Xal treated ethanol (VOC-solvent), rep 1	CFBP 2523	other_reference_identifier	108	104	4	0		0		0		0		non_xanthomonas_organism:104; query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2970	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978		This isolate is also in the collections; ATCC 14179, ICMP 220, LMG 809 This isolate was isolated by ex M.K. Bryan 47 The source of this isolate was ex D.W. Dye ZI 2 ex ICPB XP5	ATCC 14179; ICMP 220; LMG 809	ATCC 14179; ICMP 220; LMG 809; ICPB XP5; BRYAN 47; ZI 2; XP 5	ATCC 14179; ICMP 220; LMG 809; ICPB XP5; BRYAN 47; ZI 2; XP 5	ATCC 14179; ICMP 220; LMG 809; ICPB XP5	BRYAN 47	yes	1	SAMN22552843	Xanthomonas campestris pv. papavericola	Microbe sample from Xanthomonas campestris pv. papavericola	NCPPB 2970	ncppb_number	216	213	3	0		0		0		0		non_xanthomonas_organism:213; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2973	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas phaseoli f.sp . cassiae	This isolate is also in the collections; ATCC 11638, ICPB XC112, M.K. Patel 6, ICMP 358, LMG 675, CFBP 2973 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye YD2 ex W.H. Burkholder XC18	ATCC 11638; ICMP 358; LMG 675; CFBP 2973	ATCC 11638; ICPB XC112; ICMP 358; LMG 675; CFBP 2973; XC 112; PATEL 6; YD 2; XC 18	ATCC 11638; ICPB XC112; ICMP 358; LMG 675; CFBP 2973; XC 112; PATEL 6; YD 2; XC 18	ATCC 11638; ICPB XC112; ICMP 358; LMG 675; CFBP 2973	PATEL 6	yes	1	SAMN42178454	Xanthomonas axonopodis pv. cassiae	Genome sequencing of Xanthomonas campestris pv. cassiae NCPPB 2973	NCPPB 2973	ncppb_number	313	309	4	0		0		0		0		non_xanthomonas_organism:309; query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2977	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.		This isolate is also in the collections; ATCC 23577, LMG 872, ICMP 5852 This isolate was isolated by M.K. Patel The source of this isolate was ex D.W. Dye WK2 ex M.J. Thirumalachar	ATCC 23577; LMG 872; ICMP 5852	ATCC 23577; LMG 872; ICMP 5852; WK 2	ATCC 23577; LMG 872; ICMP 5852; WK 2	ATCC 23577; LMG 872; ICMP 5852		no	0						108	105	3	0		0		0		0		non_xanthomonas_organism:105; query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978		This isolate is also in the collections; ICMP 2372, LMG 9059 The source of this isolate was ex D.W. Dye VNI ex J.J. Joubert Arum 3	ICMP 2372; LMG 9059	ICMP 2372; LMG 9059; ARUM 3	ICMP 2372; LMG 9059; ARUM 3	ICMP 2372; LMG 9059	ARUM 3	no	0						16	14	2	0		0		0		0		non_xanthomonas_organism:14; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2982	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	Pseudomonas cissicola (Takimoto 1939) Burkholder 1948	This isolate is also in the collections; ICMP 8561, LMG 2167, ATCC 33616, CFBP 2432 This isolate was isolated by ex M. Goto PC1	ICMP 8561; LMG 2167; ATCC 33616; CFBP 2432	ICMP 8561; LMG 2167; ATCC 33616; CFBP 2432; PC 1	ICMP 8561; LMG 2167; ATCC 33616; CFBP 2432; PC 1	ICMP 8561; LMG 2167; ATCC 33616; CFBP 2432		no	0						105	101	4	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:4	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2983	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	Xanthomonas campestris pv. phormicola (Takimoto 1933) Dye 1978	This isolate is also in the collections; ICMP 4294, LMG 702 This isolate was isolated by ex M. Goto XPl	ICMP 4294; LMG 702	ICMP 4294; LMG 702	ICMP 4294; LMG 702	ICMP 4294; LMG 702		yes	1	SAMN22555472	Xanthomonas campestris pv. phormiicola	Microbe sample from Xanthomonas campestris pv. phormiicola	NCPPB 2983	ncppb_number	101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2985	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas campestris pv. pelargonii	This isolate is also in the collections; CFBP 2533, ICMP 4321, LMG 7314 The source of this isolate was ex D.W. Dye ZJ12 ex W.J. Kemp 41	CFBP 2533; ICMP 4321; LMG 7314	CFBP 2533; ICMP 4321; LMG 7314; ZJ 12; KEMP 41	CFBP 2533; ICMP 4321; LMG 7314; ZJ 12; KEMP 41	CFBP 2533; ICMP 4321; LMG 7314	KEMP 41	yes	7	SAMEA6962649; SAMN24251549; SAMN09704270	Xanthomonas hortorum pv. pelargonii	Xanthomonas hortorum pv. pelargonii CFBP 2533; Microbe sample from Xanthomonas hortorum pv. pelargonii	NCPPB 2985; CFBP 2533	ncppb_number; other_reference_identifier	102	102	0	0		0		0		0		non_xanthomonas_organism:102	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2986	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris var. aberrans Knosel 1961	This isolate is also in the collections; ICMP 4805, LMG 9037 This isolate was isolated by ex M.L. Moffett 0406	ICMP 4805; LMG 9037	ICMP 4805; LMG 9037; MOFFETT 0406	ICMP 4805; LMG 9037; MOFFETT 0406	ICMP 4805; LMG 9037	MOFFETT 0406	yes	5	SAMN22552830; SAMN17385948; SAMN36368323	Xanthomonas campestris pv. aberrans; Xanthomonas campestris; Xanthomonas campestris pv. campestris	Microbe sample from Xanthomonas campestris pv. aberrans; MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris; Genome sequencing of Xcc WHRI3880 (NCPPB 2986)	NCPPB 2986	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2987	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Aplanobacter populi	This isolate is also in the collections; ICPB XP 237 This isolate was isolated by ex D.A. Burdekin		XP 237	XP 237			no	0						36	35	1	0		0		0		0		non_xanthomonas_organism:35; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 2997	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	This isolate was isolated by ex R.G. Orellana 14		ORELLANA 14	ORELLANA 14		ORELLANA 14	yes	2	SAMN42180198	Xanthomonas axonopodis pv. cyamopsidis	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 2997	NCPPB 2997	ncppb_number	38	38	0	0		0		0		0		non_xanthomonas_organism:38	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 2998	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	This isolate was isolated by ex R.G. Orellana 19		ORELLANA 19	ORELLANA 19		ORELLANA 19	yes	2	SAMN42180199	Xanthomonas axonopodis pv. cyamopsidis	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 2998	NCPPB 2998	ncppb_number	10	10	0	0		0		0		0		non_xanthomonas_organism:10	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3002	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	This isolate is also in the collections; ATCC 35933, ICMP 3125, LMG 5047, CFBP 2532 This isolate was isolated by ex Y.P. Rao	ATCC 35933; ICMP 3125; LMG 5047; CFBP 2532	ATCC 35933; ICMP 3125; LMG 5047; CFBP 2532	ATCC 35933; ICMP 3125; LMG 5047; CFBP 2532	ATCC 35933; ICMP 3125; LMG 5047; CFBP 2532		yes	2	SAMN40354541; SAMN02440720	Xanthomonas oryzae pv. oryzae; Xanthomonas oryzae ATCC 35933	Microbe sample from Xanthomonas oryzae pv. oryzae; Generic sample from Xanthomonas oryzae ATCC 35933	NCPPB 3002; ATCC 35933	ncppb_number; other_reference_identifier	3	0	3	0		0		0		0		query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3003	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas campestris pv. begoniae (Takimoto 1934) Dye 1978	This isolate is also in the collections; ICPB XB110, NZRCC 10031, CFBP 2524, ICMP 194, ATCC 49082, LMG 7303 This isolate was isolated by ex D.W. Dye Z4	CFBP 2524; ICMP 194; ATCC 49082; LMG 7303	ICPB XB110; CFBP 2524; ICMP 194; ATCC 49082; LMG 7303; XB 110; NZRCC 10031; Z 4	ICPB XB110; CFBP 2524; ICMP 194; ATCC 49082; LMG 7303; XB 110; NZRCC 10031; Z 4	ICPB XB110; CFBP 2524; ICMP 194; ATCC 49082; LMG 7303	Z 4	yes	1	SAMN05559875	Xanthomonas axonopodis pv. begoniae	Microbe sample from Xanthomonas axonopodis pv. begoniae CFBP2524	CFBP 2524	other_reference_identifier	111	105	6	0		0		0		0		non_xanthomonas_organism:105; query_returned_no_biosample_records:6	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3005	Xanthomonas marantae Zagatto & Pereira 1963		This isolate was isolated by ex C.F. Robbs IBSP XM1		IBSP XM1; XM 1	IBSP XM1; XM 1	IBSP XM1		yes	2	SAMN41997674	Xanthomonas sp. NCPPB 3005	Genome sequencing of Xanthomonas marantae Zagatto & Pereira 1963	NCPPB 3005	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3020	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	The donor reference is 426 & 427		IS 426			IS 426	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3022	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	This isolate was isolated by J.C. Lozano CIAT 1185		CIAT 1185	CIAT 1185			no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3024	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978		This isolate was isolated by D.L. Strider NC334		NC 334	NC 334			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
