ncppb_number,term_type,search_term
NCPPB 4349,current_name_plus_number,"""Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023"" ""NCPPB 4349"""
NCPPB 4349,received_name_plus_number,"""Xanthomonas campestris pv. pennamericanum"" ""NCPPB 4349"""
NCPPB 4349,other_collection_number,ICMP 9627
NCPPB 4349,other_collection_number,ATCC 49152
NCPPB 4350,ncppb_number,NCPPB 4350
NCPPB 4350,ncppb_number_compact,NCPPB4350
NCPPB 4350,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4350"
NCPPB 4350,current_name_plus_number,"""Xanthomonas codiaei Vauterin et al. 1995"" ""NCPPB 4350"""
NCPPB 4350,received_name_plus_number,"""Xanthomonas campestris pv. poinsettiicola"" ""NCPPB 4350"""
NCPPB 4350,other_collection_number,LMG 8678
NCPPB 4350,other_collection_number,ICMP 9513
NCPPB 4350,other_collection_number,ATCC 700187
NCPPB 4351,ncppb_number,NCPPB 4351
NCPPB 4351,ncppb_number_compact,NCPPB4351
NCPPB 4351,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4351"
NCPPB 4351,current_name_plus_number,"""Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023"" ""NCPPB 4351"""
NCPPB 4351,received_name_plus_number,"""Xanthomonas campestris pv. viegasii"" ""NCPPB 4351"""
NCPPB 4351,other_collection_number,ICMP 9261
NCPPB 4352,ncppb_number,NCPPB 4352
NCPPB 4352,ncppb_number_compact,NCPPB4352
NCPPB 4352,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4352"
NCPPB 4352,current_name_plus_number,"""Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023"" ""NCPPB 4352"""
NCPPB 4352,received_name_plus_number,"""Xanthomonas campestris pv. zingibericola"" ""NCPPB 4352"""
NCPPB 4352,other_collection_number,ICMP 8787
NCPPB 4352,other_collection_number,LMG 9060
NCPPB 4353,ncppb_number,NCPPB 4353
NCPPB 4353,ncppb_number_compact,NCPPB4353
NCPPB 4353,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4353"
NCPPB 4353,current_name_plus_number,"""Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995"" ""NCPPB 4353"""
NCPPB 4353,received_name_plus_number,"""Xanthomonas theicola"" ""NCPPB 4353"""
NCPPB 4353,other_collection_number,ICMP 6774
NCPPB 4353,other_collection_number,LMG 8684
NCPPB 4355,ncppb_number,NCPPB 4355
NCPPB 4355,ncppb_number_compact,NCPPB4355
NCPPB 4355,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4355"
NCPPB 4355,current_name_plus_number,"""Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov."" ""NCPPB 4355"""
NCPPB 4355,received_name_plus_number,"""Xanthomonas axonopodis pv. allii"" ""NCPPB 4355"""
NCPPB 4355,other_collection_number,CFBP 6369
NCPPB 4356,ncppb_number,NCPPB 4356
NCPPB 4356,ncppb_number_compact,NCPPB4356
NCPPB 4356,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4356"
NCPPB 4356,current_name_plus_number,"""Xanthomonas hortorum pv. cynarae Morinière et al. (2020)"" ""NCPPB 4356"""
NCPPB 4356,received_name_plus_number,"""Xanthomonas cynarae"" ""NCPPB 4356"""
NCPPB 4356,other_collection_number,CFBP 4188
NCPPB 4356,other_collection_number,ICMP 16775
NCPPB 4363,ncppb_number,NCPPB 4363
NCPPB 4363,ncppb_number_compact,NCPPB4363
NCPPB 4363,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4363"
NCPPB 4363,current_name_plus_number,"""Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010"" ""NCPPB 4363"""
NCPPB 4363,received_name_plus_number,"""Xanthomonas sp."" ""NCPPB 4363"""
NCPPB 4363,other_collection_number,ICMP 2415
NCPPB 4363,other_collection_number,CFBP 7260
NCPPB 4364,ncppb_number,NCPPB 4364
NCPPB 4364,ncppb_number_compact,NCPPB4364
NCPPB 4364,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4364"
NCPPB 4364,current_name_plus_number,"""Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010"" ""NCPPB 4364"""
NCPPB 4364,received_name_plus_number,"""Xanthomonas sp."" ""NCPPB 4364"""
NCPPB 4364,other_collection_number,ICMP 6465
NCPPB 4364,other_collection_number,CFBP 7262
NCPPB 4367,ncppb_number,NCPPB 4367
NCPPB 4367,ncppb_number_compact,NCPPB4367
NCPPB 4367,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4367"
NCPPB 4367,current_name_plus_number,"""Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010"" ""NCPPB 4367"""
NCPPB 4367,received_name_plus_number,"""Xanthomonas sp."" ""NCPPB 4367"""
NCPPB 4367,other_collection_number,ICMP 16473
NCPPB 4372,ncppb_number,NCPPB 4372
NCPPB 4372,ncppb_number_compact,NCPPB4372
NCPPB 4372,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4372"
NCPPB 4372,current_name_plus_number,"""Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov."" ""NCPPB 4372"""
NCPPB 4372,received_name_plus_number,"""Xanthomonas axonopodis pv. allii"" ""NCPPB 4372"""
NCPPB 4373,ncppb_number,NCPPB 4373
NCPPB 4373,ncppb_number_compact,NCPPB4373
NCPPB 4373,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4373"
NCPPB 4373,current_name_plus_number,"""Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 4373"""
NCPPB 4373,received_name_plus_number,"""Xanthomonas axonopodis pv. aurantifolii"" ""NCPPB 4373"""
NCPPB 4374,ncppb_number,NCPPB 4374
NCPPB 4374,ncppb_number_compact,NCPPB4374
NCPPB 4374,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4374"
NCPPB 4374,current_name_plus_number,"""Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 4374"""
NCPPB 4374,received_name_plus_number,"""Xanthomonas axonopodis pv. aurantifolii"" ""NCPPB 4374"""
NCPPB 4375,ncppb_number,NCPPB 4375
NCPPB 4375,ncppb_number_compact,NCPPB4375
NCPPB 4375,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4375"
NCPPB 4375,current_name_plus_number,"""Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov."" ""NCPPB 4375"""
NCPPB 4375,received_name_plus_number,"""Xanthomonas axonopodis pv. citri"" ""NCPPB 4375"""
NCPPB 4376,ncppb_number,NCPPB 4376
NCPPB 4376,ncppb_number_compact,NCPPB4376
NCPPB 4376,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4376"
NCPPB 4376,current_name_plus_number,"""Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 4376"""
NCPPB 4376,received_name_plus_number,"""Xanthomonas alfalfae subsp. citrumelonis"" ""NCPPB 4376"""
NCPPB 4376,other_collection_number,LMG 9325
NCPPB 4377,ncppb_number,NCPPB 4377
NCPPB 4377,ncppb_number_compact,NCPPB4377
NCPPB 4377,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4377"
NCPPB 4377,current_name_plus_number,"""Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 4377"""
NCPPB 4377,received_name_plus_number,"""Xanthomonas axonopodis pv. aurantifolii"" ""NCPPB 4377"""
NCPPB 4378,ncppb_number,NCPPB 4378
NCPPB 4378,ncppb_number_compact,NCPPB4378
NCPPB 4378,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4378"
NCPPB 4378,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4378"""
NCPPB 4378,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4378"""
NCPPB 4378,other_collection_number,CFBP 7166
NCPPB 4379,ncppb_number,NCPPB 4379
NCPPB 4379,ncppb_number_compact,NCPPB4379
NCPPB 4379,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4379"
NCPPB 4379,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4379"""
NCPPB 4379,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4379"""
NCPPB 4380,ncppb_number,NCPPB 4380
NCPPB 4380,ncppb_number_compact,NCPPB4380
NCPPB 4380,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4380"
NCPPB 4380,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4380"""
NCPPB 4380,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4380"""
NCPPB 4381,ncppb_number,NCPPB 4381
NCPPB 4381,ncppb_number_compact,NCPPB4381
NCPPB 4381,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4381"
NCPPB 4381,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4381"""
NCPPB 4381,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4381"""
NCPPB 4383,ncppb_number,NCPPB 4383
NCPPB 4383,ncppb_number_compact,NCPPB4383
NCPPB 4383,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4383"
NCPPB 4383,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4383"""
NCPPB 4383,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4383"""
NCPPB 4384,ncppb_number,NCPPB 4384
NCPPB 4384,ncppb_number_compact,NCPPB4384
NCPPB 4384,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4384"
NCPPB 4384,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4384"""
NCPPB 4384,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4384"""
NCPPB 4385,ncppb_number,NCPPB 4385
NCPPB 4385,ncppb_number_compact,NCPPB4385
NCPPB 4385,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4385"
NCPPB 4385,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4385"""
NCPPB 4385,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4385"""
NCPPB 4386,ncppb_number,NCPPB 4386
NCPPB 4386,ncppb_number_compact,NCPPB4386
NCPPB 4386,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4386"
NCPPB 4386,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4386"""
NCPPB 4386,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4386"""
NCPPB 4386,other_collection_number,CFBP 7167
NCPPB 4387,ncppb_number,NCPPB 4387
NCPPB 4387,ncppb_number_compact,NCPPB4387
NCPPB 4387,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4387"
NCPPB 4387,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4387"""
NCPPB 4387,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4387"""
NCPPB 4387,other_collection_number,CFBP 7168
NCPPB 4388,ncppb_number,NCPPB 4388
NCPPB 4388,ncppb_number_compact,NCPPB4388
NCPPB 4388,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4388"
NCPPB 4388,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4388"""
NCPPB 4388,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4388"""
NCPPB 4388,other_collection_number,CFBP 7169
NCPPB 4389,ncppb_number,NCPPB 4389
NCPPB 4389,ncppb_number_compact,NCPPB4389
NCPPB 4389,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4389"
NCPPB 4389,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4389"""
NCPPB 4389,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4389"""
NCPPB 4389,other_collection_number,CFBP 7170
NCPPB 4390,ncppb_number,NCPPB 4390
NCPPB 4390,ncppb_number_compact,NCPPB4390
NCPPB 4390,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4390"
NCPPB 4390,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4390"""
NCPPB 4390,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4390"""
NCPPB 4390,other_collection_number,CFBP 7171
NCPPB 4391,ncppb_number,NCPPB 4391
NCPPB 4391,ncppb_number_compact,NCPPB4391
NCPPB 4391,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4391"
NCPPB 4391,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4391"""
NCPPB 4391,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4391"""
NCPPB 4391,other_collection_number,CFBP 7172
NCPPB 4392,ncppb_number,NCPPB 4392
NCPPB 4392,ncppb_number_compact,NCPPB4392
NCPPB 4392,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4392"
NCPPB 4392,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4392"""
NCPPB 4392,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4392"""
NCPPB 4392,other_collection_number,CFBP 7173
NCPPB 4393,ncppb_number,NCPPB 4393
NCPPB 4393,ncppb_number_compact,NCPPB4393
NCPPB 4393,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4393"
NCPPB 4393,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4393"""
NCPPB 4393,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4393"""
NCPPB 4393,other_collection_number,CFBP 7174
NCPPB 4394,ncppb_number,NCPPB 4394
NCPPB 4394,ncppb_number_compact,NCPPB4394
NCPPB 4394,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4394"
NCPPB 4394,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4394"""
NCPPB 4394,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4394"""
NCPPB 4394,other_collection_number,CFBP 7175
NCPPB 4395,ncppb_number,NCPPB 4395
NCPPB 4395,ncppb_number_compact,NCPPB4395
NCPPB 4395,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4395"
NCPPB 4395,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4395"""
NCPPB 4395,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4395"""
NCPPB 4395,other_collection_number,CFBP 7176
NCPPB 4397,ncppb_number,NCPPB 4397
NCPPB 4397,ncppb_number_compact,NCPPB4397
NCPPB 4397,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4397"
NCPPB 4397,current_name_plus_number,"""Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov."" ""NCPPB 4397"""
NCPPB 4397,received_name_plus_number,"""Xanthomonas axonopodis pv. allii"" ""NCPPB 4397"""
NCPPB 4397,other_collection_number,ICMP 9278
NCPPB 4398,ncppb_number,NCPPB 4398
NCPPB 4398,ncppb_number_compact,NCPPB4398
NCPPB 4398,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4398"
NCPPB 4398,current_name_plus_number,"""Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov."" ""NCPPB 4398"""
NCPPB 4398,received_name_plus_number,"""Xanthomonas axonopodis pv. allii"" ""NCPPB 4398"""
NCPPB 4398,other_collection_number,ICMP 9279
NCPPB 4399,ncppb_number,NCPPB 4399
NCPPB 4399,ncppb_number_compact,NCPPB4399
NCPPB 4399,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4399"
NCPPB 4399,current_name_plus_number,"""Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978"" ""NCPPB 4399"""
NCPPB 4399,received_name_plus_number,"""Xanthomonas campestris pv. tardicrescens"" ""NCPPB 4399"""
NCPPB 4399,other_collection_number,ICMP 15863
NCPPB 4402,ncppb_number,NCPPB 4402
NCPPB 4402,ncppb_number_compact,NCPPB4402
NCPPB 4402,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4402"
NCPPB 4402,current_name_plus_number,"""Xanthomonas axonopodis"" ""NCPPB 4402"""
NCPPB 4402,received_name_plus_number,"""Xanthomonas axonopodis pv. cassavae"" ""NCPPB 4402"""
NCPPB 4402,other_collection_number,LMG 8237
NCPPB 4402,other_collection_number,PD 772
NCPPB 4403,ncppb_number,NCPPB 4403
NCPPB 4403,ncppb_number_compact,NCPPB4403
NCPPB 4403,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4403"
NCPPB 4403,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 4403"""
NCPPB 4403,received_name_plus_number,"""Xanthomonas cotton"" ""NCPPB 4403"""
NCPPB 4403,other_collection_number,ICMP 217-62
NCPPB 4403,other_collection_number,ICMP 217
NCPPB 4403,other_collection_number,ATCC 9924
NCPPB 4404,ncppb_number,NCPPB 4404
NCPPB 4404,ncppb_number_compact,NCPPB4404
NCPPB 4404,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4404"
NCPPB 4404,current_name_plus_number,"""Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981"" ""NCPPB 4404"""
NCPPB 4404,received_name_plus_number,"""Xanthomonas campestris pv. thespesiae"" ""NCPPB 4404"""
NCPPB 4404,other_collection_number,LMG 9057
NCPPB 4404,other_collection_number,ICMP 7466
NCPPB 4405,ncppb_number,NCPPB 4405
NCPPB 4405,ncppb_number_compact,NCPPB4405
NCPPB 4405,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4405"
NCPPB 4405,current_name_plus_number,"""Xanthomonas bromi Vauterin et al. 1995"" ""NCPPB 4405"""
NCPPB 4405,received_name_plus_number,"""Xanthomonas bromi"" ""NCPPB 4405"""
NCPPB 4405,other_collection_number,LMG 8273
NCPPB 4405,other_collection_number,ICMP 6482
NCPPB 4407,ncppb_number,NCPPB 4407
NCPPB 4407,ncppb_number_compact,NCPPB4407
NCPPB 4407,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4407"
NCPPB 4407,current_name_plus_number,"""Xanthomonas sacchari Vauterin et al. 1995"" ""NCPPB 4407"""
NCPPB 4407,received_name_plus_number,"""Xanthomonas sacchari"" ""NCPPB 4407"""
NCPPB 4407,other_collection_number,LMG 476
NCPPB 4409,ncppb_number,NCPPB 4409
NCPPB 4409,ncppb_number_compact,NCPPB4409
NCPPB 4409,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4409"
NCPPB 4409,current_name_plus_number,"""Xanthomonas arboricola pv. fragariae Janse et al 2001"" ""NCPPB 4409"""
NCPPB 4409,received_name_plus_number,"""Xanthomonas arboricola pv. fragariae"" ""NCPPB 4409"""
NCPPB 4409,other_collection_number,LMG 19145
NCPPB 4409,other_collection_number,PD 2780
NCPPB 4410,ncppb_number,NCPPB 4410
NCPPB 4410,ncppb_number_compact,NCPPB4410
NCPPB 4410,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4410"
NCPPB 4410,current_name_plus_number,"""Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995"" ""NCPPB 4410"""
NCPPB 4410,received_name_plus_number,"""Xanthomonas hortorum pv. carotae"" ""NCPPB 4410"""
NCPPB 4411,ncppb_number,NCPPB 4411
NCPPB 4411,ncppb_number_compact,NCPPB4411
NCPPB 4411,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4411"
NCPPB 4411,current_name_plus_number,"""Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995"" ""NCPPB 4411"""
NCPPB 4411,received_name_plus_number,"""Xanthomonas hortorum pv. carotae"" ""NCPPB 4411"""
NCPPB 4412,ncppb_number,NCPPB 4412
NCPPB 4412,ncppb_number_compact,NCPPB4412
NCPPB 4412,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4412"
NCPPB 4412,current_name_plus_number,"""Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov."" ""NCPPB 4412"""
NCPPB 4412,received_name_plus_number,"""Xanthomonas alfalfae subsp. alfalfae"" ""NCPPB 4412"""
NCPPB 4412,other_collection_number,LMG 495
NCPPB 4412,other_collection_number,ATCC 11765
NCPPB 4412,other_collection_number,CFBP 7686
NCPPB 4413,ncppb_number,NCPPB 4413
NCPPB 4413,ncppb_number_compact,NCPPB4413
NCPPB 4413,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4413"
NCPPB 4413,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4413"""
NCPPB 4413,received_name_plus_number,"""Xanthomonas campestris cheiranthii"" ""NCPPB 4413"""
NCPPB 4414,ncppb_number,NCPPB 4414
NCPPB 4414,ncppb_number_compact,NCPPB4414
NCPPB 4414,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4414"
NCPPB 4414,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4414"""
NCPPB 4414,received_name_plus_number,"""Xanthomonas campestris pv. chieranthii"" ""NCPPB 4414"""
NCPPB 4415,ncppb_number,NCPPB 4415
NCPPB 4415,ncppb_number_compact,NCPPB4415
NCPPB 4415,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4415"
NCPPB 4415,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4415"""
NCPPB 4415,received_name_plus_number,"""Xanthomonas campestris pv. chieranthii"" ""NCPPB 4415"""
NCPPB 4416,ncppb_number,NCPPB 4416
NCPPB 4416,ncppb_number_compact,NCPPB4416
NCPPB 4416,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4416"
NCPPB 4416,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4416"""
NCPPB 4416,received_name_plus_number,"""Xanthomonas campestris pv. chieranthii"" ""NCPPB 4416"""
NCPPB 4418,ncppb_number,NCPPB 4418
NCPPB 4418,ncppb_number_compact,NCPPB4418
NCPPB 4418,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4418"
NCPPB 4418,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4418"""
NCPPB 4418,received_name_plus_number,"""Xanthomonas campestris pv. cheiranthii"" ""NCPPB 4418"""
NCPPB 4433,ncppb_number,NCPPB 4433
NCPPB 4433,ncppb_number_compact,NCPPB4433
NCPPB 4433,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4433"
NCPPB 4433,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4433"""
NCPPB 4433,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4433"""
NCPPB 4434,ncppb_number,NCPPB 4434
NCPPB 4434,ncppb_number_compact,NCPPB4434
NCPPB 4434,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4434"
NCPPB 4434,current_name_plus_number,"""Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978"" ""NCPPB 4434"""
NCPPB 4434,received_name_plus_number,"""Xanthomonas campestris pv. musacearum"" ""NCPPB 4434"""
NCPPB 4435,ncppb_number,NCPPB 4435
NCPPB 4435,ncppb_number_compact,NCPPB4435
NCPPB 4435,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4435"
NCPPB 4435,current_name_plus_number,"""Xanthomonas hortorum Vauterin et al. 1995"" ""NCPPB 4435"""
NCPPB 4435,received_name_plus_number,"""Xanthomonas hortorum"" ""NCPPB 4435"""
NCPPB 4446,ncppb_number,NCPPB 4446
NCPPB 4446,ncppb_number_compact,NCPPB4446
NCPPB 4446,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4446"
NCPPB 4446,current_name_plus_number,"""Xanthomonas dyei Young et al. 2010"" ""NCPPB 4446"""
NCPPB 4446,received_name_plus_number,"""Xanthomonas dyei"" ""NCPPB 4446"""
NCPPB 4446,other_collection_number,ICMP 12167
NCPPB 4446,other_collection_number,CFBP 7245
NCPPB 4448,ncppb_number,NCPPB 4448
NCPPB 4448,ncppb_number_compact,NCPPB4448
NCPPB 4448,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4448"
NCPPB 4448,current_name_plus_number,"""Xanthomonas translucens pv. pistaciae Giblot-Ducray et al 2009"" ""NCPPB 4448"""
NCPPB 4448,received_name_plus_number,"""Xanthomonas translucens pv. pistaciae"" ""NCPPB 4448"""
NCPPB 4448,other_collection_number,ICMP 16316
NCPPB 4449,ncppb_number,NCPPB 4449
NCPPB 4449,ncppb_number_compact,NCPPB4449
NCPPB 4449,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4449"
NCPPB 4449,current_name_plus_number,"""Xanthomonas cerealis pv. pistaciae Tambong et al. 2024"" ""NCPPB 4449"""
NCPPB 4449,received_name_plus_number,"""Xanthomonas translucens pv. pistaciae"" ""NCPPB 4449"""
NCPPB 4449,other_collection_number,ICMP 16317
NCPPB 4450,ncppb_number,NCPPB 4450
NCPPB 4450,ncppb_number_compact,NCPPB4450
NCPPB 4450,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4450"
NCPPB 4450,current_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4450"""
NCPPB 4450,received_name_plus_number,"""Xanthomonas campestris pv. erysimi"" ""NCPPB 4450"""
NCPPB 4451,ncppb_number,NCPPB 4451
NCPPB 4451,ncppb_number_compact,NCPPB4451
NCPPB 4451,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4451"
NCPPB 4451,current_name_plus_number,"""Xanthomonas campestris pv. raphani (White 1930) Dye 1978"" ""NCPPB 4451"""
